Map,Round Number,Score,Winning Team,Winning Side,Win Method
2Icebox,1,"""1-0""",FNC,Defenders,Defuse
2Icebox,2,"""2-0""",FNC,Defenders,Elimination
2Icebox,3,"""3-0""",FNC,Defenders,Defuse
2Icebox,4,"""4-0""",FNC,Defenders,Defuse
2Icebox,5,"""5-0""",FNC,Defenders,Defuse
2Icebox,6,"""6-0""",FNC,Defenders,Defuse
2Icebox,7,"""7-0""",FNC,Defenders,Elimination
2Icebox,8,"""8-0""",FNC,Defenders,Time Expired
2Icebox,9,"""9-0""",FNC,Defenders,Elimination
2Icebox,10,"""9-1""",TH,Attackers,Spike Detonation
2Icebox,11,"""10-1""",FNC,Defenders,Defuse
2Icebox,12,"""10-2""",TH,Attackers,Elimination
2Icebox,13,"""10-3""",FNC,Defenders,Time Expired
2Icebox,14,"""10-4""",FNC,Defenders,Elimination
2Icebox,15,"""10-5""",FNC,Defenders,Elimination
2Icebox,16,"""11-5""",TH,Attackers,Elimination
2Icebox,17,"""11-6""",FNC,Defenders,Defuse
2Icebox,18,"""11-7""",FNC,Defenders,Defuse
2Icebox,19,"""11-8""",FNC,Defenders,Elimination
2Icebox,20,"""11-9""",FNC,Defenders,Elimination
2Icebox,21,"""12-9""",TH,Attackers,Elimination
2Icebox,22,"""13-9""",TH,Attackers,Elimination
2Icebox,23,"""""",,,
2Icebox,24,"""""",,,
