,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
FiNESSE NRG,,,,,,,,,,,26,0,0
s0m NRG,,4 Round 2 adverso Melser Round 9 adverso Melser Round 15 adverso Mazino Round 18 Shyy Melser,,,,,,,,,64,9,0
mada NRG,,5 Round 1 Shyy adverso Round 4 adverso keznit Round 11 Shyy adverso mada Round 18 keznit adverso Round 21 keznit adverso,1 Round 10 keznit Mazino Shyy,,,1 Round 18 adverso,1 Round 11 adverso keznit,,,,68,0,1
Ethan NRG,,4 Round 9 keznit Mazino Round 12 keznit Mazino Round 14 keznit Shyy Round 17 Shyy Mazino,1 Round 5 adverso Melser Shyy,1 Round 6 keznit Melser Shyy adverso,,1 Round 9 Mazino,,,,,79,2,0
Verno NRG,,1 Round 20 Shyy adverso,,,,,,,,,42,0,0
Melser KRÜ,,5 Round 2 mada FiNESSE Round 3 FiNESSE s0m Round 8 FiNESSE Verno Round 15 FiNESSE mada Round 19 Verno FiNESSE,,1 Round 17 Verno FiNESSE Ethan mada,,1 Round 15 mada,,,,,69,0,1
keznit KRÜ,,4 Round 2 Verno s0m Round 11 Ethan s0m Round 18 Ethan s0m Round 20 Ethan Verno,2 Round 1 Ethan s0m FiNESSE Round 13 s0m Ethan Verno,,,1 Round 2 s0m,,,,,56,1,2
adverso KRÜ,,1 Round 12 FiNESSE s0m,2 Round 3 mada Verno Ethan Round 14 Verno FiNESSE s0m,,,,,,,,49,1,1
Mazino KRÜ,,3 Round 8 mada Ethan Round 14 Ethan mada Round 20 mada s0m,1 Round 9 Verno FiNESSE s0m,1 Round 16 s0m Verno FiNESSE Ethan,,,,,,,64,5,0
Shyy KRÜ,,1 Round 15 Ethan s0m,,1 Round 21 mada s0m FiNESSE Verno,,,1 Round 21 FiNESSE Verno,,,,29,1,1
