,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
stax T1,,6,2,,,1,,1,,,40,11,2
BuZz T1,,11,2,1,1,1,1,,,,47,3,3
Meteor T1,,6,2,,,,1,,,,39,0,2
iZu T1,,11,1,,,1,,,,,40,1,1
DH T1,,11,3,,,1,,,,,53,1,0
Jinggg PRX,,6,4,,,,1,,,,49,3,4
f0rsakeN PRX,,12,,1,,1,,,,,52,2,1
d4v41 PRX,,8,6,,,1,,,,,60,1,0
PatMen PRX,,8,,,,,,,,,36,10,2
something PRX,,12,2,1,,1,,1,,,60,1,2
