,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Melser KRÜ,,,,,,,,,,,32,0,0
keznit KRÜ,,,,1 Round 13 icy NaturE Derrek supamen,,,,,,,37,0,0
adverso KRÜ,,2 Round 3 yay Derrek Round 17 Derrek NaturE,,,,,,,,,44,1,0
Mazino KRÜ,,1 Round 7 yay Derrek,3 Round 1 NaturE icy yay Round 9 yay yay supamen Round 16 icy NaturE yay,,,,,,,,53,0,0
Shyy KRÜ,,3 Round 9 icy NaturE Round 10 Derrek NaturE Round 16 Derrek supamen,,,,1 Round 9 NaturE,1 Round 16 Derrek supamen,,,,51,2,1
supamen EG,,3 Round 1 Melser Mazino Round 8 Shyy Mazino Round 12 adverso Mazino,3 Round 3 keznit Mazino adverso Round 7 Melser keznit Mazino Round 14 Mazino Shyy adverso,,,,,,,,118,2,0
yay EG,,,,,,,,,,,25,1,0
Derrek EG,,1 Round 4 Melser Shyy,2 Round 10 adverso Melser Mazino Round 15 adverso Shyy Melser,,,,,,,,54,4,0
NaturE EG,,2 Round 7 Shyy adverso Round 16 adverso Melser,2 Round 2 keznit Melser Mazino Round 5 adverso Mazino Shyy,,,,,,,,63,4,0
icy EG,,2 Round 1 Shyy adverso Round 17 keznit Shyy,2 Round 9 Melser keznit adverso Round 11 keznit Shyy Melser,,,,,,,,69,1,1
