,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
pANcada LOUD,,2 Round 8 zekken bang Round 15 zekken johnqt,1 Round 1 johnqt N4RRATE Zellsis,1 Round 2 zekken johnqt N4RRATE bang,,,,,,,50,0,0
v1nny LOUD,,,,,,,,,,,34,4,1
tuyz LOUD,,1 Round 3 johnqt Zellsis,,,,1 Round 17 N4RRATE,,,,,32,0,0
cauanzin LOUD,,4 Round 1 zekken bang Round 3 zekken bang Round 4 bang zekken Round 10 johnqt N4RRATE,,,,,,,,,45,1,0
dgzin LOUD,,7 Round 4 N4RRATE Zellsis Round 8 johnqt Zellsis Round 9 Zellsis johnqt Round 12 N4RRATE bang Round 15 Zellsis bang Round 17 johnqt Zellsis Round 22 N4RRATE johnqt,1 Round 18 N4RRATE zekken bang,,,,,,,,82,0,1
Zellsis SEN,,4 Round 6 tuyz pANcada Round 14 cauanzin pANcada Round 20 dgzin v1nny Round 22 v1nny pANcada,,1 Round 12 pANcada v1nny dgzin tuyz,,1 Round 12 tuyz,,,,,47,1,0
johnqt SEN,,6 Round 4 cauanzin dgzin Round 7 tuyz pANcada Round 9 pANcada v1nny Round 11 tuyz cauanzin Round 20 pANcada tuyz Round 22 cauanzin tuyz,,,,,,,,,72,1,0
bang SEN,,3 Round 7 cauanzin dgzin Round 14 v1nny dgzin Round 19 dgzin tuyz,2 Round 13 v1nny dgzin pANcada Round 21 tuyz v1nny dgzin,1 Round 16 tuyz cauanzin v1nny pANcada,,1 Round 16 pANcada,,,,,56,1,2
zekken SEN,,,1 Round 5 cauanzin pANcada tuyz,,1 Round 10 pANcada dgzin cauanzin v1nny tuyz,,,,1 Round 10 tuyz v1nny cauanzin dgzin,,59,2,1
N4RRATE SEN,,2 Round 17 v1nny dgzin Round 19 v1nny cauanzin,,,,,,,,,30,3,0
