,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
supamen EG,,1 Round 8 artzin mazin,,,,,,,,,61,0,1
Derrek EG,,2 Round 8 Palla liazzi Round 14 rich liazzi,,,,,,,,,46,1,0
jawgemo EG,,,1 Round 7 liazzi artzin Palla,,,,,,,,51,0,0
NaturE EG,,2 Round 11 artzin Palla Round 12 liazzi artzin,,,,1 Round 12 artzin,,,,,48,1,1
Apoth EG,,1 Round 12 Palla rich,,,,,,,,,17,0,0
liazzi MIBR,,3 Round 4 Derrek supamen Round 13 supamen Derrek Round 14 jawgemo NaturE,,,,,,,,,54,0,0
artzin MIBR,,3 Round 8 Derrek NaturE Round 9 jawgemo NaturE Round 12 Derrek Apoth,1 Round 15 supamen Apoth Derrek,,,,,,,,76,4,0
mazin MIBR,,3 Round 2 jawgemo NaturE Round 5 Apoth supamen Round 11 jawgemo supamen,1 Round 10 NaturE Apoth supamen,,,1 Round 8 supamen,,,,,71,3,0
rich MIBR,,3 Round 2 supamen Apoth Round 11 NaturE Apoth Round 15 NaturE jawgemo,,,,,,,,,65,4,1
Palla MIBR,,6 Round 1 jawgemo NaturE Round 3 supamen Derrek Round 6 jawgemo Apoth Round 9 Apoth supamen Round 12 supamen jawgemo Round 14 Derrek supamen,,,,,1 Round 14 Derrek supamen,,,,62,0,1
