,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Boo TH,,2 Round 9 tomaszy westside Round 12 purp0 Cloud,,,,1 Round 9 westside,,,,,59,3,0
RieNs TH,,3 Round 7 Cloud westside Round 12 westside tomaszy Round 13 tomaszy purp0,,,,,,,,,67,3,1
MiniBoo TH,,2 Round 8 Cloud runneR Round 14 purp0 westside,2 Round 2 Cloud westside tomaszy Round 16 Cloud tomaszy runneR,,,,,,,,57,1,1
Wo0t TH,,3 Round 10 Cloud runneR Round 11 westside tomaszy Round 14 tomaszy runneR,1 Round 7 purp0 tomaszy runneR,,1 Round 1 tomaszy runneR purp0 Cloud westside,1 Round 13 Cloud,1 Round 1 westside Cloud,,,,76,1,0
benjyfishy TH,,1 Round 10 purp0 westside,,1 Round 15 tomaszy westside Cloud runneR,,,,,,,69,3,0
purp0 GX,,2 Round 2 benjyfishy Wo0t Round 11 RieNs MiniBoo,1 Round 1 benjyfishy Boo RieNs,,,,,,,,53,0,0
Cloud GX,,1 Round 3 Wo0t RieNs,,,,,,,,,31,0,0
tomaszy GX,,1 Round 9 MiniBoo Wo0t,1 Round 4 Wo0t benjyfishy Boo,,,,,,,,46,0,0
runneR GX,,2 Round 3 MiniBoo benjyfishy Round 11 Wo0t benjyfishy,1 Round 16 Wo0t benjyfishy RieNs,,,1 Round 11 benjyfishy,,,,,62,2,2
westside GX,,2 Round 9 RieNs benjyfishy Round 13 Boo RieNs,,,,,,,,,29,0,0
