,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Boo TH,,2 Round 15 tomaszy westside Round 19 runneR Cloud,1 Round 12 purp0 tomaszy westside,,,,1 Round 19 runneR Cloud,,,,41,2,0
RieNs TH,,3 Round 14 purp0 Cloud Round 15 Cloud runneR Round 19 westside purp0,1 Round 11 Cloud runneR westside,1 Round 20 tomaszy westside Cloud purp0,,,1 Round 20 Cloud purp0,,,,81,1,1
MiniBoo TH,,3 Round 7 westside purp0 Round 8 westside purp0 Round 11 purp0 tomaszy,1 Round 18 Cloud purp0 tomaszy,,,,,,,,45,0,1
Wo0t TH,,3 Round 1 westside purp0 Round 4 purp0 runneR Round 21 westside Cloud,1 Round 2 runneR tomaszy Cloud,,,,,,,,67,1,2
benjyfishy TH,,4 Round 8 tomaszy Cloud Round 9 tomaszy runneR Round 13 westside runneR Round 17 tomaszy purp0,2 Round 6 tomaszy purp0 runneR Round 21 purp0 tomaszy runneR,,,,,,,,60,0,0
purp0 GX,,2 Round 14 Boo Wo0t Round 15 Boo MiniBoo,1 Round 5 benjyfishy RieNs Boo,,,,,,,,48,2,1
Cloud GX,,7 Round 2 MiniBoo RieNs Round 5 MiniBoo Wo0t Round 6 benjyfishy Boo Round 14 MiniBoo benjyfishy Round 16 Boo MiniBoo Round 19 MiniBoo RieNs Round 20 MiniBoo benjyfishy,1 Round 13 MiniBoo benjyfishy Boo,,,,,,,,71,5,0
tomaszy GX,,3 Round 13 Wo0t RieNs Round 16 Wo0t benjyfishy Round 17 MiniBoo Wo0t,2 Round 3 MiniBoo RieNs Boo Round 7 Boo Wo0t RieNs,,,,,1 Round 7 Wo0t Boo RieNs,,,54,0,0
runneR GX,,2 Round 1 RieNs benjyfishy Round 20 Boo Wo0t,,,,,,,,,41,1,0
westside GX,,1 Round 10 Boo RieNs,,,,,,,,,33,0,0
