,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
vakk BBL,,5 Round 1 benjyfishy RieNs Round 3 RieNs Boo Round 9 Wo0t MiniBoo Round 11 Wo0t benjyfishy Round 24 RieNs Boo,,,,,,,,,40,4,2
PROFEK BBL,,1 Round 14 MiniBoo Boo,,1 Round 4 MiniBoo benjyfishy Wo0t RieNs,,1 Round 7 Wo0t,,,1 Round 4 RieNs MiniBoo benjyfishy Wo0t,,36,0,0
sociablEE BBL,,2 Round 16 Wo0t RieNs Round 18 Wo0t MiniBoo,,,,,,,,,41,0,0
Jamppi BBL,,6 Round 5 RieNs Wo0t Round 6 benjyfishy MiniBoo Round 8 MiniBoo benjyfishy Round 14 Wo0t RieNs Round 19 RieNs benjyfishy Round 21 MiniBoo Wo0t,,,,,,,,,66,4,1
LewN BBL,,5 Round 5 benjyfishy Boo Round 7 MiniBoo RieNs Round 8 Wo0t Boo Round 13 MiniBoo benjyfishy Round 18 RieNs benjyfishy,,,,,,,,,43,1,0
Boo TH,,2 Round 12 vakk Jamppi Round 16 LewN sociablEE,1 Round 24 sociablEE LewN Jamppi,,,,,,,,64,8,1
RieNs TH,,,2 Round 2 LewN vakk sociablEE Round 11 PROFEK vakk Jamppi,,,,,,,,41,2,0
MiniBoo TH,,4 Round 1 sociablEE vakk Round 3 sociablEE Jamppi Round 12 sociablEE PROFEK Round 17 PROFEK sociablEE,1 Round 23 sociablEE Jamppi vakk,,,,,,,,39,0,0
Wo0t TH,,,3 Round 7 LewN vakk sociablEE Wo0t Round 15 LewN Jamppi PROFEK Round 22 LewN Jamppi sociablEE,1 Round 4 LewN Jamppi vakk sociablEE,,,,,,,62,1,1
benjyfishy TH,,4 Round 8 PROFEK vakk Round 16 Jamppi vakk Round 20 vakk PROFEK Round 22 vakk PROFEK,2 Round 10 sociablEE vakk PROFEK Round 21 PROFEK Jamppi sociablEE,,,,,,,,69,0,1
