Player,Team,Map,Side,Agents,R2.0,ACS,K,D,A,K/D,KAST,ADR,HS%,FK,FD,FK/FD
vo0kashu,DRG,Map_4_4Lotus,All,Cypher,1.21,269,20,15,6,+5,82%,176,26%,0,0,0
Flex1n,DRG,Map_4_4Lotus,All,Omen,0.99,185,15,14,6,+1,82%,129,40%,1,0,+1
Nicc,DRG,Map_4_4Lotus,All,Breach,0.86,174,13,16,11,-3,59%,126,23%,0,1,-1
SpiritZ1,DRG,Map_4_4Lotus,All,Yoru,0.74,185,14,18,5,-4,64%,109,28%,5,5,0
Akeman,DRG,Map_4_4Lotus,All,Neon,0.54,161,14,18,1,-4,50%,100,24%,2,8,-6
whzy,BLG,Map_4_4Lotus,All,Raze,1.44,263,21,16,4,+5,68%,179,26%,4,2,+2
rushia,BLG,Map_4_4Lotus,All,Viper,1.42,281,21,14,7,+7,77%,173,23%,2,2,0
Levius,BLG,Map_4_4Lotus,All,Vyse,1.28,281,16,14,5,+2,77%,173,23%,4,1,+3
Knight,BLG,Map_4_4Lotus,All,Fade,0.98,157,13,15,7,-2,86%,101,21%,2,1,+1
nephh,BLG,Map_4_4Lotus,All,Omen,0.62,142,10,17,7,-7,68%,91,5%,2,2,0
vo0kashu,DRG,Map_4_4Lotus,Attack,Cypher,1.56,372,15,9,3,+6,83%,229,24%,0,0,0
Flex1n,DRG,Map_4_4Lotus,Attack,Omen,0.95,198,9,9,4,0,83%,153,41%,0,0,0
Nicc,DRG,Map_4_4Lotus,Attack,Breach,0.86,176,7,9,6,-2,58%,115,23%,0,0,0
SpiritZ1,DRG,Map_4_4Lotus,Attack,Yoru,0.62,175,7,10,2,-3,58%,98,43%,2,2,0
Akeman,DRG,Map_4_4Lotus,Attack,Neon,0.03,95,4,11,0,-7,25%,49,33%,1,7,-6
whzy,BLG,Map_4_4Lotus,Attack,Raze,1.71,290,11,6,0,+5,80%,178,30%,2,1,+1
rushia,BLG,Map_4_4Lotus,Attack,Viper,0.84,217,7,8,1,-1,80%,152,30%,0,1,-1
Levius,BLG,Map_4_4Lotus,Attack,Vyse,1.28,253,8,6,0,+2,70%,185,55%,3,1,+2
Knight,BLG,Map_4_4Lotus,Attack,Fade,1.04,191,6,8,4,-2,80%,140,25%,0,0,0
nephh,BLG,Map_4_4Lotus,Attack,Omen,0.36,51,1,6,2,-5,50%,38,13%,0,2,-2
vo0kashu,DRG,Map_4_4Lotus,Defend,Cypher,0.79,145,5,6,3,-1,80%,112,33%,0,0,0
Flex1n,DRG,Map_4_4Lotus,Defend,Omen,1.03,169,6,5,2,+1,80%,100,40%,1,0,+1
Nicc,DRG,Map_4_4Lotus,Defend,Breach,0.86,172,6,7,5,-1,60%,139,23%,0,1,-1
SpiritZ1,DRG,Map_4_4Lotus,Defend,Yoru,0.89,197,7,8,3,-1,70%,122,21%,3,3,0
Akeman,DRG,Map_4_4Lotus,Defend,Neon,1.21,240,10,7,1,+3,80%,161,21%,1,1,0
whzy,BLG,Map_4_4Lotus,Defend,Raze,1.22,241,10,10,4,0,58%,180,24%,2,1,+1
rushia,BLG,Map_4_4Lotus,Defend,Viper,1.91,334,14,6,6,+8,75%,191,20%,2,1,+1
Levius,BLG,Map_4_4Lotus,Defend,Vyse,1.28,304,8,8,5,0,83%,163,37%,1,0,+1
Knight,BLG,Map_4_4Lotus,Defend,Fade,0.94,129,7,7,3,0,92%,69,16%,2,1,+1
nephh,BLG,Map_4_4Lotus,Defend,Omen,0.84,218,9,11,5,-2,83%,135,4%,2,0,+2
