(BANK) KC FUT (BANK),1 0.2k 0.3k,2 3.7k $$ 10.2k,3 12.8k $$ $$$ 1.0k,4 2.8k $$$ $$$ 9.8k,5 4.6k $$$ $$$ 1.7k,6 14.6k $$$ $ 10.0k,7 6.7k $$$ $$$ 6.5k,8 2.7k $$ $$$ 8.0k,9 8.3k $$ $$$ 13.9k,10 3.7k $$$ $$$ 25.3k,11 7.7k $$$ $$$ 12.1k,12 0.4k $$$ $$$ 7.6k
(BANK) KC FUT (BANK),13 0.2k 0.3k,14 9.4k $$ 6.5k,15 1.3k $$$ $$ 15.4k,16 8.7k $ $$$ 13.2k,17 5.1k $$$ $$$ 21.0k,18 3.0k $$ $$$ 26.1k,,,,,,
