,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
UNFAKE VIT,,1 Round 12 sociablEE LewN,,,,,,,,,33,3,0
Derke VIT,,4 Round 15 Jamppi MAGNUM Round 16 Jamppi LewN Round 17 LewN MAGNUM Round 19 MAGNUM LewN,2 Round 10 MAGNUM PROFEK Jamppi Round 22 sociablEE MAGNUM PROFEK,,,,,,,,63,1,1
KovaQ VIT,,2 Round 8 MAGNUM sociablEE Round 9 LewN MAGNUM,2 Round 6 sociablEE LewN MAGNUM Round 7 LewN sociablEE MAGNUM,,,,1 Round 6 LewN MAGNUM,,,,54,1,0
Less VIT,,3 Round 9 PROFEK Jamppi Round 11 Jamppi sociablEE Round 17 Jamppi sociablEE,1 Round 4 LewN PROFEK sociablEE,,,,,,,,68,0,1
Kicks VIT,,1 Round 15 LewN PROFEK,,,,,,,,,34,2,0
MAGNUM BBL,,3 Round 2 Derke UNFAKE Round 4 Kicks Less Round 23 Derke UNFAKE,1 Round 1 UNFAKE Derke Kicks,,,,,,,,35,1,0
PROFEK BBL,,5 Round 2 Kicks KovaQ Round 4 Derke KovaQ Round 5 KovaQ Kicks Round 8 UNFAKE Derke Round 19 Less KovaQ,1 Round 18 Derke KovaQ Kicks,,,,,,,,48,0,0
sociablEE BBL,,1 Round 3 KovaQ Kicks,1 Round 23 KovaQ Less Kicks,,,,,,,,52,0,0
Jamppi BBL,,4 Round 1 Less KovaQ Round 10 KovaQ UNFAKE Round 13 Less KovaQ Round 21 UNFAKE Kicks,1 Round 8 KovaQ Kicks Less,,,,,,,,46,5,2
LewN BBL,,6 Round 5 UNFAKE Derke Round 7 Kicks Derke Round 12 Less Kicks Round 17 UNFAKE Kicks Round 20 Less UNFAKE Round 21 Less KovaQ,,2 Round 6 UNFAKE Kicks Less Derke Round 14 KovaQ UNFAKE Kicks Less,,,,,,,59,3,0
