Player,Team,Map,Side,Agents,R2.0,ACS,K,D,A,K/D,KAST,ADR,HS%,FK,FD,FK/FD
leaf,G2,Map_1_1Icebox,All,Killjoy,1.43,276,19,11,3,+8,83%,172,19%,3,2,+1
trent,G2,Map_1_1Icebox,All,Tejo,1.33,205,12,9,9,+3,78%,152,24%,1,0,+1
jawgemo,G2,Map_1_1Icebox,All,Gekko,1.17,199,13,11,4,+2,67%,123,35%,1,2,-1
valyn,G2,Map_1_1Icebox,All,Harbor,1.14,234,15,12,5,+3,78%,158,22%,1,2,-1
JonahP,G2,Map_1_1Icebox,All,Viper,0.77,155,9,12,6,-3,56%,120,21%,2,4,-2
v1c,C9,Map_1_1Icebox,All,Viper,1.12,224,12,12,6,0,78%,178,24%,0,1,-1
Xeppaa,C9,Map_1_1Icebox,All,Sova,0.91,203,13,13,2,0,50%,137,31%,3,2,+1
neT,C9,Map_1_1Icebox,All,Killjoy,0.88,208,13,14,3,-1,72%,132,21%,2,1,+1
mitch,C9,Map_1_1Icebox,All,Harbor,0.71,140,9,12,6,-3,67%,86,13%,2,2,0
OXY,C9,Map_1_1Icebox,All,Jett,0.44,131,8,17,3,-9,67%,80,25%,3,2,+1
leaf,G2,Map_1_1Icebox,Attack,Killjoy,1.26,254,11,9,1,+2,75%,158,13%,3,2,+1
trent,G2,Map_1_1Icebox,Attack,Tejo,1.29,206,8,7,4,+1,67%,158,23%,1,0,+1
jawgemo,G2,Map_1_1Icebox,Attack,Gekko,1.07,191,9,8,1,+1,58%,128,50%,1,1,0
valyn,G2,Map_1_1Icebox,Attack,Harbor,0.93,237,9,9,3,0,75%,167,24%,0,1,-1
JonahP,G2,Map_1_1Icebox,Attack,Viper,0.56,109,4,8,4,-4,58%,91,9%,0,3,-3
v1c,C9,Map_1_1Icebox,Attack,Viper,0.80,203,2,5,4,-3,83%,151,19%,0,0,0
Xeppaa,C9,Map_1_1Icebox,Attack,Sova,0.37,79,2,5,1,-3,17%,79,29%,0,2,-2
neT,C9,Map_1_1Icebox,Attack,Killjoy,0.75,201,4,6,2,-2,67%,139,13%,1,0,+1
mitch,C9,Map_1_1Icebox,Attack,Harbor,0.68,139,3,5,1,-2,67%,93,8%,0,0,0
OXY,C9,Map_1_1Icebox,Attack,Jett,0.43,140,3,6,1,-3,67%,71,8%,2,1,+1
leaf,G2,Map_1_1Icebox,Defend,Killjoy,1.77,319,8,2,2,+6,100%,199,33%,0,0,0
trent,G2,Map_1_1Icebox,Defend,Tejo,1.41,206,4,2,5,+2,100%,140,25%,0,0,0
jawgemo,G2,Map_1_1Icebox,Defend,Gekko,1.38,216,4,3,3,+1,83%,112,19%,0,1,-1
valyn,G2,Map_1_1Icebox,Defend,Harbor,1.56,229,6,3,2,+3,83%,141,17%,1,1,0
JonahP,G2,Map_1_1Icebox,Defend,Viper,1.20,247,5,4,2,+1,50%,179,42%,2,1,+1
v1c,C9,Map_1_1Icebox,Defend,Viper,1.29,235,10,7,2,+3,75%,191,26%,0,1,-1
Xeppaa,C9,Map_1_1Icebox,Defend,Sova,1.18,265,11,8,1,+3,67%,166,31%,3,0,+3
neT,C9,Map_1_1Icebox,Defend,Killjoy,0.94,212,9,8,1,+1,75%,129,25%,1,1,0
mitch,C9,Map_1_1Icebox,Defend,Harbor,0.72,141,6,7,5,-1,67%,83,17%,2,2,0
OXY,C9,Map_1_1Icebox,Defend,Jett,0.44,128,5,11,2,-6,67%,85,42%,1,1,0
