,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Munchkin GEN,,4 Round 3 crazyguy Kushy Round 12 Jemkin Kushy Round 16 crazyguy xffero Round 18 Monyet Jemkin,,,,,1 Round 18 Jemkin crazyguy,,,,44,5,0
t3xture GEN,,3 Round 5 Jemkin crazyguy Round 16 Kushy Monyet Round 17 xffero Jemkin,1 Round 11 Jemkin crazyguy xffero,1 Round 10 xffero crazyguy Jemkin Monyet,,,1 Round 17 Jemkin xffero,,,,54,1,0
Foxy9 GEN,,1 Round 17 crazyguy Monyet,1 Round 19 Jemkin Kushy xffero,1 Round 15 Jemkin crazyguy xffero Monyet,,2 Round 14 crazyguy Round 23 Kushy,,,,,54,0,1
Ash GEN,,3 Round 7 xffero Monyet Round 13 Kushy xffero Round 24 xffero crazyguy,,,,,,,,,36,3,0
Karon GEN,,3 Round 14 Kushy Jemkin Round 21 Jemkin crazyguy Round 23 xffero crazyguy,,,,,,,,,42,1,0
crazyguy RRQ,,4 Round 8 t3xture Ash Round 9 Ash t3xture Round 14 Karon Ash Round 18 Ash Munchkin crazyguy,1 Round 12 Ash Foxy9 Karon,,,,1 Round 12 Karon Foxy9,,,,39,4,0
Kushy RRQ,,3 Round 7 Foxy9 Ash Round 11 Munchkin Karon Round 23 Munchkin Karon,1 Round 24 Foxy9 Munchkin Ash,,,,,,,,50,2,0
xffero RRQ,,3 Round 4 Ash Munchkin Round 6 t3xture Foxy9 Round 20 Ash Karon,1 Round 5 Munchkin t3xture Karon xffero,,,1 Round 5 Karon,,,,,57,1,0
Monyet RRQ,,3 Round 1 Foxy9 Karon Round 17 Ash Munchkin Round 19 Foxy9 Karon,1 Round 3 Karon Foxy9 Ash,,,,,1 Round 3 Karon Ash Foxy9,,,58,0,0
Jemkin RRQ,,6 Round 1 Munchkin t3xture Round 4 Foxy9 t3xture Round 6 Munchkin Ash Round 7 t3xture Karon Round 8 Karon Munchkin Round 10 Munchkin Karon,1 Round 13 Foxy9 Munchkin Ash,1 Round 22 Ash t3xture Karon Munchkin,,,,,,,60,3,1
