,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Munchkin GEN,,5 Round 3 Jemkin Monyet Round 8 xffero crazyguy Round 19 Jemkin Kushy Round 20 xffero crazyguy Round 21 xffero Jemkin,,,,,,,,,57,1,0
t3xture GEN,,,1 Round 2 crazyguy Monyet xffero,,,,,,,,40,0,1
Foxy9 GEN,,7 Round 1 Kushy crazyguy Round 3 xffero crazyguy Round 4 Monyet Kushy Round 8 Jemkin Kushy Round 14 Monyet Jemkin Round 15 Jemkin Monyet Round 19 xffero Monyet,,,,,,,,,57,0,0
Ash GEN,,2 Round 5 Monyet Jemkin Round 20 Kushy Monyet,,,,,,,,,39,6,1
Karon GEN,,3 Round 9 Monyet Jemkin Round 14 crazyguy xffero Round 18 crazyguy Kushy,1 Round 5 Kushy xffero crazyguy,1 Round 12 Kushy Monyet xffero crazyguy,,2 Round 3 Kushy Round 15 xffero,1 Round 12 crazyguy xffero,,,,70,1,1
crazyguy RRQ,,2 Round 6 t3xture Karon Round 13 Foxy9 Munchkin,,,,,,,,,44,3,0
Kushy RRQ,,4 Round 3 Ash Foxy9 Round 11 Ash Munchkin Round 16 Karon Ash Round 20 t3xture Karon,,,,,,,,,81,0,0
xffero RRQ,,,1 Round 15 t3xture Ash Foxy9,,,,,,,,39,0,0
Monyet RRQ,,3 Round 10 Karon t3xture Round 12 Munchkin t3xture Round 16 t3xture Foxy9,,,,,1 Round 18 Karon Ash,,,,36,1,3
Jemkin RRQ,,4 Round 6 Foxy9 Ash Round 11 Karon t3xture Round 19 t3xture Foxy9 Round 21 Foxy9 t3xture,1 Round 7 Foxy9 Karon t3xture,1 Round 17 Munchkin Foxy9 Ash Karon,,,,,,,58,3,0
