,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Munchkin GEN,,2 Round 3 Jemkin Kushy Round 4 Kushy crazyguy,,,,1 Round 12 crazyguy,,,,,49,2,1
t3xture GEN,,1 Round 1 Kushy Jemkin,,,,,,,,,51,1,1
Foxy9 GEN,,6 Round 2 crazyguy Kushy Round 3 crazyguy Monyet Round 10 Monyet xffero Round 12 Jemkin Monyet Round 17 Jemkin crazyguy Round 21 xffero Monyet,,,,1 Round 11 Monyet,1 Round 21 Monyet Jemkin,,,,44,0,1
Ash GEN,,1 Round 15 Monyet crazyguy,1 Round 18 Kushy crazyguy xffero,,,,1 Round 18 xffero crazyguy,,,,45,4,1
Karon GEN,,3 Round 1 Monyet crazyguy Round 9 crazyguy Kushy Round 11 Jemkin xffero,,1 Round 8 Jemkin Kushy crazyguy Monyet,,,,,,,46,0,0
crazyguy RRQ,,3 Round 9 t3xture Ash Round 12 Foxy9 Ash Round 22 t3xture Karon,,,,,,,,,44,4,2
Kushy RRQ,,5 Round 2 Monyet Karon Round 7 t3xture Ash Round 10 t3xture Ash Round 14 Ash Foxy9 Round 18 t3xture Foxy9,2 Round 3 Ash Foxy9 Karon Round 17 Karon Munchkin Foxy9,,,,,,,,54,1,1
xffero RRQ,,3 Round 11 t3xture Munchkin Round 15 t3xture Karon Round 16 Karon Ash,2 Round 4 Munchkin t3xture Foxy9 Round 19 Foxy9 Munchkin Karon,1 Round 6 t3xture Ash Karon Munchkin,,2 Round 3 Munchkin Round 15 Karon,,,,,70,2,0
Monyet RRQ,,4 Round 9 Foxy9 Karon Round 14 Munchkin Karon Round 20 Munchkin Ash Round 22 Munchkin Foxy9,1 Round 13 t3xture Munchkin Karon,,,1 Round 9 Karon,,,,,57,2,0
Jemkin RRQ,,,,2 Round 5 Foxy9 Karon Ash t3xture Round 21 Munchkin Ash t3xture Foxy9,,,,,,,56,0,2
