,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
crazyguy RRQ,,2 Round 5 d4v41 f0rsakeN Round 10 something Jinggg,,,,,,,,,33,3,3
Kushy RRQ,,4 Round 1 d4v41 Jinggg Round 8 PatMen f0rsakeN Round 15 Jinggg d4v41 Round 25 something Jinggg,3 Round 3 Jinggg d4v41 f0rsakeN Round 17 PatMen d4v41 f0rsakeN Round 24 f0rsakeN something d4v41,1 Round 7 something Jinggg d4v41 f0rsakeN,,,1 Round 15 d4v41 f0rsakeN,,,,72,0,1
xffero RRQ,,2 Round 4 f0rsakeN PatMen Round 23 something PatMen,,,,1 Round 20 something,1 Round 4 PatMen f0rsakeN,,,,41,2,2
Monyet RRQ,,3 Round 9 d4v41 PatMen Round 21 PatMen Jinggg Round 23 f0rsakeN d4v41,1 Round 18 something PatMen Jinggg,,,,,,,,42,1,0
Jemkin RRQ,,5 Round 1 f0rsakeN PatMen Round 4 d4v41 Jinggg Round 19 PatMen d4v41 Round 22 Jinggg d4v41 Round 26 PatMen something,,2 Round 2 something d4v41 Jinggg f0rsakeN Round 20 f0rsakeN PatMen d4v41 Jinggg,,,,,,,57,3,0
Jinggg PRX,,4 Round 9 Kushy crazyguy Round 15 crazyguy xffero Round 21 Kushy Jemkin Round 24 Jemkin Kushy,1 Round 2 Monyet crazyguy Kushy,,,1 Round 24 Kushy,,,,,48,2,0
f0rsakeN PRX,,2 Round 9 xffero Jemkin Round 13 xffero crazyguy,1 Round 17 Monyet crazyguy xffero,,,,,,,,43,1,0
d4v41 PRX,,2 Round 12 Kushy crazyguy Round 18 Jemkin Monyet,1 Round 6 crazyguy Monyet Jemkin,,,1 Round 10 xffero,,,,,45,4,1
PatMen PRX,,4 Round 3 Monyet Kushy Round 10 Jemkin Kushy Round 13 Kushy Monyet Round 25 Kushy Monyet,1 Round 19 crazyguy Monyet Kushy,,,1 Round 3 Kushy,,,,,39,4,0
something PRX,,3 Round 4 crazyguy Jemkin Round 14 Monyet Kushy something Round 20 crazyguy Jemkin,,,,1 Round 17 Kushy,,,,,40,1,1
