,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
crazyguy RRQ,,1 Round 1 f0rsakeN PatMen,1 Round 10 something f0rsakeN d4v41,,,,,,,,48,4,0
Kushy RRQ,,1 Round 14 Jinggg d4v41,,,,,,,,,16,2,0
xffero RRQ,,1 Round 6 something PatMen,,,,,,,,,43,1,0
Monyet RRQ,,2 Round 8 d4v41 Jinggg Round 15 something d4v41,2 Round 3 f0rsakeN d4v41 PatMen Round 4 f0rsakeN something d4v41,,,,,1 Round 4 something f0rsakeN d4v41,,,68,1,0
Jemkin RRQ,,1 Round 12 d4v41 Jinggg,,,,,,,,,29,0,0
Jinggg PRX,,3 Round 7 Jemkin xffero Round 15 Kushy crazyguy Round 16 Monyet Jemkin,,,,,,,,,48,1,1
f0rsakeN PRX,,2 Round 5 crazyguy Monyet Round 12 Monyet Jemkin,1 Round 16 crazyguy Kushy xffero,,,,,,,,58,2,0
d4v41 PRX,,2 Round 2 Monyet crazyguy Round 7 crazyguy Monyet,1 Round 14 xffero Monyet crazyguy,,,,,,,,64,0,2
PatMen PRX,,1 Round 15 xffero Monyet,2 Round 6 crazyguy Kushy Monyet Round 13 Kushy Jemkin xffero,1 Round 9 crazyguy Jemkin Monyet xffero,,,,,,,68,0,0
something PRX,,6 Round 1 Monyet crazyguy Round 2 Jemkin Kushy Round 4 Jemkin crazyguy Round 10 xffero Jemkin Round 11 Jemkin Monyet Round 13 Monyet crazyguy,,,,,,,,,87,1,2
