,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
crazyguy RRQ,,2 Round 13 Jinggg PatMen Round 16 f0rsakeN d4v41,1 Round 17 f0rsakeN something d4v41,1 Round 6 Jinggg f0rsakeN d4v41 PatMen,,,,,,,57,2,1
Kushy RRQ,,3 Round 5 PatMen d4v41 Round 11 d4v41 PatMen Round 16 something PatMen,,,,1 Round 5 d4v41,,,,,42,5,1
xffero RRQ,,2 Round 4 PatMen Jinggg Round 19 f0rsakeN PatMen,1 Round 3 f0rsakeN PatMen Jinggg,,,,1 Round 19 PatMen f0rsakeN,,,,64,1,1
Monyet RRQ,,1 Round 11 something Jinggg,,,,,,,,,33,0,0
Jemkin RRQ,,3 Round 4 something d4v41 Round 9 something PatMen Round 13 d4v41 something,1 Round 15 d4v41 something f0rsakeN,,,,,,,,56,1,0
Jinggg PRX,,1 Round 11 xffero crazyguy,,,,,,,,,34,1,0
f0rsakeN PRX,,3 Round 1 Jemkin Monyet Round 3 Jemkin Kushy Round 12 Kushy Jemkin,1 Round 13 Jemkin Monyet crazyguy,,,1 Round 13 crazyguy,,,,,55,2,0
d4v41 PRX,,4 Round 5 xffero crazyguy Round 14 Monyet Kushy Round 16 Monyet xffero Round 18 crazyguy Kushy,,,,,,,,,56,0,0
PatMen PRX,,2 Round 7 Monyet crazyguy Round 19 crazyguy Monyet,1 Round 8 crazyguy xffero Monyet,,,,,,,,45,3,1
something PRX,,2 Round 17 Kushy Jemkin Round 18 Monyet xffero,,,,,,,,,45,0,0
