,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
crazyguy RRQ,,3 Round 8 d4v41 something Round 10 d4v41 PatMen Round 13 f0rsakeN Jinggg,,,,,,,,,32,1,2
Kushy RRQ,,3 Round 9 d4v41 f0rsakeN Round 10 f0rsakeN something Round 25 f0rsakeN d4v41,,,,1 Round 10 something,,,,,36,6,0
xffero RRQ,,1 Round 12 f0rsakeN PatMen,,,,1 Round 19 d4v41,,,,,28,1,2
Monyet RRQ,,5 Round 7 PatMen something Round 14 something d4v41 Round 17 d4v41 PatMen Round 19 Jinggg PatMen Round 21 Jinggg d4v41,1 Round 5 something PatMen d4v41,,,1 Round 5 d4v41,,,,,47,3,0
Jemkin RRQ,,4 Round 1 something d4v41 Round 17 something Jinggg Round 19 something f0rsakeN Round 24 Jinggg d4v41,2 Round 12 d4v41 Jinggg something Round 22 something f0rsakeN Jinggg,1 Round 26 f0rsakeN Jinggg something d4v41,1 Round 11 d4v41 PatMen f0rsakeN Jinggg something,1 Round 11 something,1 Round 26 d4v41 something,,,,69,1,0
Jinggg PRX,,5 Round 1 Monyet crazyguy Round 4 Monyet Kushy Round 19 Kushy crazyguy Round 23 Monyet xffero Round 24 crazyguy xffero,,,,,,,,,55,0,1
f0rsakeN PRX,,4 Round 9 xffero Jemkin Round 15 Monyet Jemkin Round 16 xffero Jemkin Round 23 Kushy Jemkin,1 Round 3 Jemkin Kushy xffero,1 Round 20 Kushy Monyet xffero crazyguy,,,1 Round 14 Jemkin xffero,,,,54,3,0
d4v41 PRX,,3 Round 7 Monyet xffero Round 18 Monyet Jemkin Round 24 Monyet Kushy,,1 Round 5 Jemkin crazyguy xffero Kushy,,,,,,,53,0,0
PatMen PRX,,1 Round 13 crazyguy Kushy,,,,,,,,,36,9,0
something PRX,,7 Round 6 Jemkin crazyguy Round 9 crazyguy Kushy Round 10 xffero crazyguy Round 11 Monyet crazyguy Round 15 xffero Kushy Round 16 Monyet Kushy Round 18 Kushy crazyguy,1 Round 26 xffero crazyguy Kushy,,,,1 Round 9 crazyguy Kushy,,,,55,0,2
