,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
paTiTek TL,,,,,,,,,,,27,0,1
nAts TL,,4 Round 10 baddyG flyuh Round 13 baddyG nataNk Round 18 nataNk Filu Round 21 baddyG MONSTEERR,,1 Round 11 baddyG Filu MONSTEERR flyuh,,,,1 Round 11 MONSTEERR flyuh Filu,,,54,1,1
trexx TL,,2 Round 16 Filu flyuh Round 21 Filu nataNk,1 Round 9 flyuh Filu MONSTEERR,1 Round 3 Filu baddyG flyuh MONSTEERR,,3 Round 8 flyuh Round 9 nataNk Round 10 Filu,,,,,69,6,0
keiko TL,,6 Round 4 MONSTEERR Filu Round 5 Filu nataNk Round 10 nataNk MONSTEERR Round 15 Filu flyuh Round 16 baddyG MONSTEERR Round 20 nataNk baddyG,4 Round 7 Filu MONSTEERR nataNk Round 8 MONSTEERR Filu nataNk Round 18 flyuh MONSTEERR baddyG Round 19 flyuh Filu nataNk,,,1 Round 7 nataNk,,,,,77,0,1
kamo TL,,3 Round 5 baddyG flyuh Round 12 flyuh Filu Round 15 baddyG nataNk,,,,,,,,,45,0,0
baddyG MKOI,,3 Round 4 trexx kamo Round 6 paTiTek trexx Round 18 nAts kamo,1 Round 3 paTiTek kamo nAts,,,,,,,,36,1,0
MONSTEERR MKOI,,1 Round 21 trexx kamo,1 Round 13 trexx paTiTek keiko,,,,1 Round 13 paTiTek keiko,,,,52,1,0
flyuh MKOI,,,2 Round 2 keiko paTiTek trexx Round 14 keiko trexx paTiTek,,,,,,,,46,3,0
Filu MKOI,,6 Round 6 nAts keiko Round 10 keiko nAts Round 11 keiko paTiTek Round 13 nAts kamo Round 14 kamo nAts Round 19 nAts trexx,,,,,,,,,58,1,0
nataNk MKOI,,2 Round 2 nAts kamo Round 7 kamo nAts,,,,1 Round 3 trexx,,,,,53,0,0
