Map,Round Number,Score,Winning Team,Winning Side,Win Method
3Bind,1,"""1-0""",KC,Attackers,Elimination
3Bind,2,"""2-0""",KC,Attackers,Elimination
3Bind,3,"""3-0""",KC,Attackers,Spike Detonation
3Bind,4,"""4-0""",KC,Attackers,Elimination
3Bind,5,"""4-1""",FNC,Defenders,Elimination
3Bind,6,"""4-2""",FNC,Defenders,Defuse
3Bind,7,"""4-3""",FNC,Defenders,Elimination
3Bind,8,"""4-4""",FNC,Defenders,Time Expired
3Bind,9,"""4-5""",FNC,Defenders,Defuse
3Bind,10,"""4-6""",FNC,Defenders,Elimination
3Bind,11,"""5-6""",KC,Attackers,Elimination
3Bind,12,"""5-7""",FNC,Defenders,Elimination
3Bind,13,"""6-7""",FNC,Defenders,Defuse
3Bind,14,"""7-7""",FNC,Defenders,Defuse
3Bind,15,"""8-7""",FNC,Defenders,Defuse
3Bind,16,"""9-7""",FNC,Defenders,Time Expired
3Bind,17,"""10-7""",FNC,Defenders,Elimination
3Bind,18,"""11-7""",FNC,Defenders,Time Expired
3Bind,19,"""12-7""",FNC,Defenders,Defuse
3Bind,20,"""12-8""",KC,Attackers,Elimination
3Bind,21,"""13-8""",FNC,Defenders,Time Expired
3Bind,22,"""""",,,
3Bind,23,"""""",,,
3Bind,24,"""""",,,
