,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
crashies FNC,,5 Round 3 Munchkin Ash Round 6 Ash Foxy9 Round 10 Munchkin Karon Round 12 Karon Foxy9 Round 23 Foxy9 Munchkin,1 Round 9 Munchkin Karon Foxy9,,,,,,,,68,2,1
Boaster FNC,,1 Round 4 Munchkin t3xture,,,,,,,,,33,2,1
Chronicle FNC,,3 Round 4 Ash Foxy9 Round 16 Foxy9 t3xture Round 23 t3xture Karon,1 Round 21 Munchkin t3xture Karon,,,,,,,,58,0,0
kaajak FNC,,7 Round 3 Foxy9 Karon Round 5 t3xture Ash Round 6 Munchkin Karon Round 7 t3xture Karon Round 10 t3xture Ash Round 12 Munchkin t3xture Round 21 Foxy9 Ash,1 Round 11 Munchkin Foxy9 t3xture,,,,,,,,63,0,0
Alfajer FNC,,1 Round 7 Ash Foxy9,,,,,,,,,30,0,0
Munchkin GEN,,3 Round 14 Alfajer crashies Round 15 Chronicle crashies Round 18 Alfajer crashies,4 Round 8 kaajak crashies Chronicle Round 16 Boaster Chronicle crashies Round 19 crashies Boaster Chronicle Round 20 Alfajer crashies Chronicle,,,,,,,,64,0,0
t3xture GEN,,4 Round 4 Alfajer kaajak Round 13 Alfajer crashies Round 14 kaajak Chronicle Round 24 Boaster kaajak,1 Round 1 Boaster Alfajer Chronicle,1 Round 9 Alfajer Boaster crashies kaajak,,1 Round 9 kaajak,,,,,46,1,0
Foxy9 GEN,,1 Round 15 Alfajer Boaster,,,,,,,,,33,0,0
Ash GEN,,,,1 Round 22 crashies Alfajer kaajak Boaster,,,,1 Round 22 kaajak Alfajer Boaster,,,48,5,1
Karon GEN,,3 Round 2 kaajak Boaster Round 5 kaajak crashies Round 10 Alfajer kaajak,1 Round 24 Alfajer Chronicle crashies,,,,,,,,53,0,0
