,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Boaster FNC,,4 Round 2 Foxy9 BuZz Round 6 BuZz Foxy9 Round 8 MaKo BuZz Round 18 Flashback BuZz,,,,,,,,,45,0,0
Chronicle FNC,,2 Round 5 BuZz MaKo Round 12 Foxy9 BeYN,,,,,,,,,40,0,0
Derke FNC,,4 Round 1 BuZz MaKo Round 10 Foxy9 BuZz Round 11 Flashback Foxy9 Round 19 BuZz MaKo,1 Round 9 Foxy9 Flashback BeYN,,,,,,,,64,0,0
Alfajer FNC,,3 Round 5 Flashback Foxy9 Round 7 BeYN BuZz Round 11 MaKo BuZz,2 Round 1 Flashback BeYN Foxy9 Round 2 MaKo Flashback BeYN,,,1 Round 15 Foxy9,1 Round 1 Foxy9 BeYN,,,,71,2,2
hiro FNC,,1 Round 15 BeYN MaKo,,,,,,,,,35,0,0
BuZz DRX,,1 Round 4 Alfajer hiro,1 Round 18 hiro Derke Boaster,1 Round 12 Derke Alfajer Chronicle Boaster,1 Round 17 Boaster Derke hiro Alfajer Chronicle,,,,,,71,1,0
MaKo DRX,,5 Round 1 Boaster hiro Round 10 Boaster Chronicle Round 15 Derke Chronicle Round 18 Chronicle Alfajer Round 19 Derke hiro,,,,1 Round 18 Alfajer,,,,,66,3,1
BeYN DRX,,1 Round 5 Chronicle Alfajer,1 Round 14 Alfajer Chronicle Boaster,,,1 Round 6 Boaster,1 Round 5 Alfajer Chronicle,,,,40,4,0
Foxy9 DRX,,1 Round 6 Alfajer Derke,,,,,,,,,38,0,0
Flashback DRX,,2 Round 2 hiro Boaster Round 13 hiro Derke,,,,,,,,,32,1,0
