,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Cloud GX,,2 Round 13 coconut Viva Round 15 NoMan coconut,1 Round 18 Rarga coconut NoMan,,,,,,,,64,2,0
grubinho GX,,2 Round 3 NoMan Rarga Round 5 NoMan coconut,,,,,,,,,29,0,0
Flickless GX,,4 Round 1 Rarga NoMan Round 4 NoMan happywei Round 8 Rarga happywei Round 18 happywei Viva,1 Round 19 NoMan coconut happywei,,,,,,,,61,2,0
ara GX,,1 Round 21 Viva coconut,5 Round 2 happywei Rarga coconut Round 7 happywei Viva Rarga Round 14 coconut Rarga Viva Round 20 NoMan Viva coconut Round 23 happywei NoMan Viva,1 Round 12 happywei NoMan Rarga coconut,,,,,,,74,1,2
westside GX,,2 Round 5 Rarga happywei Round 9 Rarga coconut,1 Round 17 happywei NoMan Rarga,,,,,,,,39,0,0
NoMan XLG,,3 Round 8 grubinho Flickless Round 9 westside Cloud Round 21 grubinho Flickless,1 Round 23 Cloud westside grubinho,1 Round 7 Flickless ara Cloud westside,,,,,,,62,1,0
coconut XLG,,2 Round 5 westside Cloud Round 9 ara grubinho,,,,,,,,,30,0,0
Rarga XLG,,2 Round 16 Cloud westside Round 22 Flickless grubinho,2 Round 4 westside ara grubinho Round 11 ara grubinho Flickless,,,,,,,,48,0,0
Viva XLG,,1 Round 19 grubinho Flickless,2 Round 3 grubinho ara Flickless Round 22 ara westside Cloud,,,,,,,,65,3,0
happywei XLG,,,2 Round 10 grubinho Cloud westside Round 15 westside grubinho Flickless,,,,,,,,38,0,0
