,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
pryze 2G,,1 Round 3 jakee stellar,,,,,,,,,23,5,0
Zap 2G,,3 Round 3 penny bdog Round 15 stellar penny Round 18 jakee stellar,,,,,,,,,54,0,0
lz 2G,,3 Round 2 Add3r bdog Round 10 Add3r stellar Round 15 Add3r bdog,1 Round 16 bdog Add3r penny,,,,,,,,63,1,1
silentzz 2G,,1 Round 8 Add3r stellar,,,,,,,,,56,0,0
gobera 2G,,2 Round 7 bdog Add3r Round 13 jakee stellar,1 Round 6 stellar Add3r penny,,,1 Round 9 bdog,,,,,54,0,0
stellar FUR,,,2 Round 2 lz pryze Zap Round 14 Zap silentzz pryze,,,,,,,,50,5,0
bdog FUR,,1 Round 12 silentzz lz,1 Round 15 Zap gobera silentzz,,,,,,,,48,1,1
Add3r FUR,,,2 Round 1 silentzz gobera pryze Round 17 lz silentzz gobera,,,,,,,,33,0,0
penny FUR,,4 Round 3 lz gobera Round 9 pryze silentzz Round 16 gobera Zap Round 18 gobera pryze,2 Round 8 lz gobera silentzz Round 10 gobera lz silentzz,1 Round 7 silentzz pryze gobera lz,,,,,,,97,0,0
jakee FUR,,3 Round 5 pryze Zap Round 13 silentzz Zap Round 16 pryze lz,1 Round 4 pryze lz Zap,1 Round 11 Zap pryze lz gobera,,,,,,,79,0,1
