Map,Round Number,Score,Winning Team,Winning Side,Win Method
4Haven,1,"""1-0""",PRX,Defenders,Elimination
4Haven,2,"""2-0""",PRX,Defenders,Defuse
4Haven,3,"""2-1""",RRQ,Attackers,Elimination
4Haven,4,"""3-1""",PRX,Defenders,Elimination
4Haven,5,"""4-1""",PRX,Defenders,Time Expired
4Haven,6,"""5-1""",PRX,Defenders,Elimination
4Haven,7,"""5-2""",RRQ,Attackers,Spike Detonation
4Haven,8,"""6-2""",PRX,Defenders,Elimination
4Haven,9,"""6-3""",RRQ,Attackers,Elimination
4Haven,10,"""7-3""",PRX,Defenders,Elimination
4Haven,11,"""8-3""",PRX,Defenders,Defuse
4Haven,12,"""8-4""",RRQ,Attackers,Elimination
4Haven,13,"""9-4""",RRQ,Attackers,Elimination
4Haven,14,"""10-4""",RRQ,Attackers,Elimination
4Haven,15,"""11-4""",RRQ,Attackers,Spike Detonation
4Haven,16,"""11-5""",PRX,Defenders,Defuse
4Haven,17,"""12-5""",RRQ,Attackers,Elimination
4Haven,18,"""12-6""",PRX,Defenders,Defuse
4Haven,19,"""12-7""",PRX,Defenders,Elimination
4Haven,20,"""13-7""",RRQ,Attackers,Elimination
4Haven,21,"""""",,,
4Haven,22,"""""",,,
4Haven,23,"""""",,,
4Haven,24,"""""",,,
