Map,Round Number,Score,Winning Team,Winning Side,Win Method
2Fracture,1,"""1-0""",TH,Defenders,Elimination
2Fracture,2,"""2-0""",TH,Defenders,Elimination
2Fracture,3,"""3-0""",TH,Defenders,Elimination
2Fracture,4,"""4-0""",TH,Defenders,Elimination
2Fracture,5,"""4-1""",M8,Attackers,Spike Detonation
2Fracture,6,"""5-1""",TH,Defenders,Elimination
2Fracture,7,"""6-1""",TH,Defenders,Defuse
2Fracture,8,"""7-1""",TH,Defenders,Time Expired
2Fracture,9,"""8-1""",TH,Defenders,Elimination
2Fracture,10,"""9-1""",TH,Defenders,Defuse
2Fracture,11,"""10-1""",TH,Defenders,Elimination
2Fracture,12,"""11-1""",TH,Defenders,Elimination
2Fracture,13,"""12-1""",M8,Attackers,Elimination
2Fracture,14,"""12-2""",TH,Defenders,Elimination
2Fracture,15,"""12-3""",TH,Defenders,Elimination
2Fracture,16,"""13-3""",M8,Attackers,Elimination
2Fracture,17,"""""",,,
2Fracture,18,"""""",,,
2Fracture,19,"""""",,,
2Fracture,20,"""""",,,
2Fracture,21,"""""",,,
2Fracture,22,"""""",,,
2Fracture,23,"""""",,,
2Fracture,24,"""""",,,
