,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Asuna 100T,,,,,,,,,,,32,2,0
eeiu 100T,,5 Round 5 Derrek icy eeiu Round 10 NaturE Derrek Round 14 NaturE supamen Round 18 icy NaturE Round 20 yay Derrek,2 Round 2 icy Derrek supamen Round 13 yay supamen NaturE,,,,,,,,51,1,0
Cryocells 100T,,3 Round 6 yay supamen Round 24 icy NaturE Round 25 NaturE yay,2 Round 1 yay NaturE Derrek Round 22 supamen NaturE icy,,,1 Round 13 icy,,,,,69,1,0
zander 100T,,5 Round 14 Derrek yay Round 17 yay Derrek Round 20 icy supamen Round 25 Derrek supamen Round 26 icy yay,2 Round 4 icy NaturE supamen Round 24 supamen Derrek yay,,,,,1 Round 4 supamen icy NaturE,,,58,4,1
Kess 100T,,2 Round 8 supamen Derrek Round 9 Derrek NaturE,,,,,,,,,43,5,0
supamen EG,,1 Round 1 zander Cryocells,2 Round 10 Kess Asuna Cryocells Round 19 eeiu Kess Cryocells,1 Round 4 Asuna Kess eeiu Cryocells,,,1 Round 19 Kess Cryocells,,,,49,0,1
yay EG,,3 Round 11 Kess Asuna Round 13 Asuna Kess Round 16 Asuna zander,1 Round 9 Cryocells Kess eeiu,1 Round 2 eeiu Asuna Cryocells Kess,,,,,,,47,0,2
Derrek EG,,4 Round 6 eeiu Cryocells Round 7 zander Cryocells Round 11 zander Cryocells Round 16 Cryocells Kess,1 Round 18 zander eeiu Kess,,,,,,,,43,1,0
NaturE EG,,1 Round 5 Kess Cryocells,,,,,,,,,32,6,1
icy EG,,3 Round 7 Asuna eeiu Round 12 Kess Asuna Round 23 zander Kess,2 Round 3 Asuna eeiu Kess Round 6 Kess Asuna zander,,,,,,,,58,1,0
