,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
paTiTek TL,,3 Round 1 AvovA florescent Round 11 batujnax AvovA Round 17 florescent AvovA,,,,,,,,,42,5,0
nAts TL,,5 Round 11 hype florescent Round 16 MOLSI florescent Round 20 hype florescent Round 21 AvovA hype Round 23 MOLSI florescent,,,,,,,,,43,1,0
kamyk TL,,2 Round 15 florescent AvovA Round 19 MOLSI AvovA,,,,,,,,,36,1,0
keiko TL,,4 Round 10 batujnax hype Round 15 batujnax MOLSI Round 17 batujnax hype Round 19 florescent batujnax,3 Round 9 batujnax MOLSI hype Round 12 batujnax AvovA hype Round 16 hype AvovA batujnax,1 Round 22 hype batujnax florescent AvovA,,,1 Round 16 batujnax AvovA,,,,89,2,1
kamo TL,,2 Round 10 AvovA MOLSI Round 20 batujnax MOLSI,2 Round 18 batujnax florescent AvovA Round 24 florescent AvovA hype,,,,,,,,54,0,0
hype APK,,2 Round 1 keiko paTiTek Round 9 kamyk paTiTek,,,,,,,,,52,0,2
MOLSI APK,,,,,,1 Round 12 keiko,,,,,50,2,1
AvovA APK,,1 Round 14 keiko nAts,,1 Round 20 paTiTek nAts kamyk kamo,,1 Round 20 kamo,,,,,48,1,0
florescent APK,,5 Round 3 kamo paTiTek Round 6 paTiTek kamo Round 7 kamo keiko Round 13 nAts kamyk Round 24 keiko nAts,2 Round 8 kamyk paTiTek nAts Round 14 kamo kamyk paTiTek,,,,,,,,66,0,2
batujnax APK,,2 Round 7 paTiTek nAts Round 12 nAts kamo,5 Round 1 kamo kamyk nAts Round 2 nAts kamyk paTiTek Round 4 kamyk kamo nAts Round 13 kamo keiko paTiTek Round 24 kamyk paTiTek kamo,1 Round 5 kamo keiko nAts paTiTek,,1 Round 24 kamo,,,,,65,1,1
