,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Persia NS,,1 Round 13 xffero Kushy,1 Round 6 xffero crazyguy Jemkin,,,,,,,,45,1,0
Dambi NS,,1 Round 16 Jemkin xffero,,,1 Round 5 Kushy Jemkin crazyguy Monyet xffero,,,,,,51,0,0
Francis NS,,2 Round 18 Jemkin Monyet Round 21 crazyguy Kushy,,1 Round 15 Kushy Monyet Jemkin xffero,,,,,,,47,6,0
Ivy NS,,1 Round 8 Monyet crazyguy,1 Round 10 Kushy Monyet xffero,,,,,,,,57,1,1
margaret NS,,5 Round 13 crazyguy Jemkin Round 19 crazyguy Jemkin Round 20 Kushy Jemkin Round 21 xffero Jemkin Round 23 xffero Jemkin,1 Round 14 crazyguy Kushy Jemkin,,,1 Round 23 Jemkin,1 Round 19 crazyguy Jemkin,,,,52,2,0
crazyguy RRQ,,1 Round 20 Ivy margaret,1 Round 19 Francis Ivy Persia,,,1 Round 10 Ivy,,,,,46,1,1
Kushy RRQ,,4 Round 12 margaret Francis Round 13 Ivy Francis Round 15 Dambi margaret Round 16 margaret Persia,,,,,,,,,64,1,0
xffero RRQ,,1 Round 20 Francis Persia,,,,,,,,,41,0,0
Monyet RRQ,,2 Round 7 margaret Persia Round 22 Dambi Persia,,1 Round 17 margaret Francis Persia Ivy,,,,,,,64,3,0
Jemkin RRQ,,3 Round 8 Dambi Francis Round 10 Persia Francis Round 11 Ivy Francis,2 Round 22 margaret Francis Ivy Round 23 Ivy Dambi Persia,,,,,,,,52,0,1
