,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
C0M LEV,,3 Round 3 Cryocells bang Round 4 bang eeiu Round 6 Cryocells bang,,,,1 Round 4 eeiu,,,,,27,0,0
tex LEV,,3 Round 5 eeiu bang Round 9 bang Asuna Round 11 Cryocells Boostio,1 Round 14 Asuna Cryocells Boostio,,,,,,,,52,8,0
Mazino LEV,,3 Round 8 bang Asuna Round 9 eeiu Boostio Round 13 eeiu Boostio,2 Round 12 bang Cryocells Asuna Round 16 eeiu bang Cryocells,,,,,,,,55,0,1
aspas LEV,,2 Round 1 bang Boostio Round 20 bang Asuna,1 Round 4 Boostio Asuna Cryocells,2 Round 10 bang Cryocells Boostio Asuna Round 15 Asuna Cryocells Boostio bang,,,,,,,49,0,0
kiNgg LEV,,3 Round 1 Asuna Cryocells Round 11 eeiu Asuna Round 21 bang Asuna,1 Round 8 Boostio Cryocells eeiu,,,1 Round 3 Boostio,,,,,79,0,0
Asuna 100T,,3 Round 7 C0M tex Round 14 kiNgg Mazino Round 22 kiNgg C0M,1 Round 17 tex kiNgg aspas,,,,,,,,55,0,0
Boostio 100T,,6 Round 1 kiNgg tex Round 2 Mazino aspas Round 3 aspas C0M Round 16 C0M Mazino Round 19 Mazino tex Round 22 aspas Mazino,,,,1 Round 16 Mazino,,,,,68,4,2
eeiu 100T,,3 Round 1 Mazino aspas Round 6 tex C0M Round 14 tex C0M,,,,1 Round 1 aspas,,,,,40,0,2
bang 100T,,2 Round 11 Mazino tex Round 18 tex aspas,1 Round 4 kiNgg Mazino aspas,,,1 Round 11 tex,,,,,29,1,1
Cryocells 100T,,5 Round 2 kiNgg C0M Round 3 tex Mazino Round 16 aspas tex Round 21 Mazino kiNgg Round 23 tex Mazino,,,,,,,,,47,0,0
