,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
MAGNUM BBL,,1 Round 10 Cloud grubinho,,1 Round 18 Flickless westside Cloud grubinho,,,,,,,46,0,2
PROFEK BBL,,4 Round 6 westside Flickless Round 9 ara grubinho Round 13 ara Cloud Round 15 ara westside,,,,,,,,,49,0,0
sociablEE BBL,,2 Round 7 ara westside Round 21 ara grubinho,1 Round 17 westside Cloud ara,1 Round 3 ara westside Cloud Flickless,,,,,,,57,1,0
Jamppi BBL,,2 Round 13 westside grubinho Round 17 grubinho Flickless,,1 Round 11 Cloud Flickless westside ara,,1 Round 13 grubinho,,1 Round 17 Flickless grubinho ara,,,42,6,0
LewN BBL,,2 Round 6 ara grubinho Round 16 westside Cloud,,,,,,,,,25,0,0
Cloud GX,,1 Round 2 LewN PROFEK,,,,,,,,,35,0,1
grubinho GX,,5 Round 4 PROFEK sociablEE Round 7 sociablEE LewN Round 13 MAGNUM PROFEK Round 17 PROFEK sociablEE Round 21 PROFEK LewN,2 Round 15 sociablEE Jamppi PROFEK Round 18 LewN PROFEK Jamppi,,,1 Round 11 Jamppi,,,,,103,0,0
Flickless GX,,2 Round 4 Jamppi LewN Round 20 LewN MAGNUM,,,,,1 Round 9 LewN PROFEK,,,,35,11,0
ara GX,,6 Round 1 sociablEE PROFEK Round 5 MAGNUM Jamppi Round 8 Jamppi LewN Round 9 Jamppi sociablEE Round 13 sociablEE LewN Round 21 MAGNUM Jamppi,1 Round 11 MAGNUM PROFEK sociablEE,1 Round 12 Jamppi LewN MAGNUM sociablEE,,,,,,,66,0,0
westside GX,,2 Round 1 MAGNUM LewN Round 8 PROFEK MAGNUM,1 Round 2 MAGNUM Jamppi sociablEE,1 Round 19 MAGNUM PROFEK sociablEE Jamppi,,,,,,,46,0,1
