Map,Round Number,Score,Winning Team,Winning Side,Win Method
1Lotus,1,"""0-1""",MIBR,Attackers,Elimination
1Lotus,2,"""0-2""",MIBR,Attackers,Elimination
1Lotus,3,"""1-2""",KRÜ,Defenders,Elimination
1Lotus,4,"""2-2""",KRÜ,Defenders,Elimination
1Lotus,5,"""2-3""",MIBR,Attackers,Elimination
1Lotus,6,"""2-4""",MIBR,Attackers,Elimination
1Lotus,7,"""3-4""",KRÜ,Defenders,Defuse
1Lotus,8,"""3-5""",MIBR,Attackers,Elimination
1Lotus,9,"""3-6""",MIBR,Attackers,Elimination
1Lotus,10,"""4-6""",KRÜ,Defenders,Defuse
1Lotus,11,"""4-7""",MIBR,Attackers,Spike Detonation
1Lotus,12,"""4-8""",MIBR,Attackers,Elimination
1Lotus,13,"""4-9""",KRÜ,Defenders,Defuse
1Lotus,14,"""4-10""",KRÜ,Defenders,Elimination
1Lotus,15,"""5-10""",MIBR,Attackers,Elimination
1Lotus,16,"""6-10""",MIBR,Attackers,Spike Detonation
1Lotus,17,"""6-11""",KRÜ,Defenders,Defuse
1Lotus,18,"""7-11""",MIBR,Attackers,Elimination
1Lotus,19,"""7-12""",KRÜ,Defenders,Defuse
1Lotus,20,"""8-12""",MIBR,Attackers,Spike Detonation
1Lotus,21,"""8-13""",KRÜ,Defenders,Defuse
1Lotus,22,"""""",,,
1Lotus,23,"""""",,,
1Lotus,24,"""""",,,
