,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Jinggg PRX,,8 Round 4 UdoTan kellyS Round 6 UdoTan kellyS Round 8 UdoTan Kr1stal Round 9 Papi Deryeon Round 12 kellyS Kr1stal Round 13 Papi kellyS Round 14 UdoTan Deryeon Round 19 Deryeon kellyS,1 Round 18 Papi Deryeon kellyS,,,,,,,,78,2,2
f0rsakeN PRX,,5 Round 2 Deryeon kellyS Round 6 Kr1stal Papi Round 11 Kr1stal kellyS Round 15 kellyS Kr1stal Round 16 Kr1stal kellyS,1 Round 1 kellyS Deryeon Kr1stal,1 Round 20 Papi kellyS UdoTan Kr1stal,,1 Round 4 Papi,,1 Round 1 kellyS Deryeon Kr1stal,,,64,0,2
d4v41 PRX,,3 Round 4 Deryeon Kr1stal Round 12 Papi Deryeon Round 17 Deryeon kellyS,2 Round 15 UdoTan Papi Deryeon Round 22 Kr1stal UdoTan Deryeon,1 Round 7 Papi UdoTan Kr1stal Deryeon,,,,1 Round 22 UdoTan Kr1stal Deryeon,,,82,0,1
PatMen PRX,,,,,,,,,,,35,6,0
something PRX,,1 Round 9 UdoTan kellyS,,,,,,,,,22,0,0
UdoTan GE,,4 Round 2 f0rsakeN d4v41 Round 11 PatMen d4v41 Round 13 f0rsakeN something Round 16 PatMen f0rsakeN,1 Round 3 Jinggg something f0rsakeN,1 Round 21 f0rsakeN Jinggg something d4v41,,1 Round 16 f0rsakeN,,,,,67,0,1
Kr1stal GE,,6 Round 1 PatMen Jinggg Round 8 PatMen d4v41 Round 10 PatMen Jinggg Kr1stal Round 14 PatMen Jinggg Round 15 PatMen something Round 22 Jinggg f0rsakeN,,,,,,,,,47,1,0
kellyS GE,,3 Round 6 something d4v41 Round 14 d4v41 something Round 16 Jinggg d4v41,,,,,,,,,31,6,1
Deryeon GE,,2 Round 5 PatMen Jinggg Round 10 something d4v41,1 Round 11 Jinggg something f0rsakeN,,,,,,,,56,1,0
Papi GE,,,1 Round 4 something d4v41 Jinggg,,,,,,,,46,2,1
