,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Dep ZETA,,3 Round 6 Ivy Francis Round 14 Persia margaret Round 16 Dambi Francis,1 Round 2 Dambi margaret Francis,1 Round 20 margaret Dambi Francis Persia,,,,,,,52,0,1
CLZ ZETA,,1 Round 15 Francis margaret,2 Round 1 margaret Francis Ivy Round 10 Dambi Francis margaret,,,,,,,,44,2,0
SugarZ3ro ZETA,,1 Round 10 Ivy Persia,1 Round 4 margaret Ivy Persia,1 Round 8 Persia Francis Ivy margaret,,1 Round 10 Persia,,,,,59,1,1
SyouTa ZETA,,5 Round 2 Ivy Persia Round 3 Francis Ivy Round 7 Dambi Ivy Round 14 Dambi Francis Round 19 margaret Ivy,,,,,1 Round 3 Francis Ivy,,,,40,0,1
Xdll ZETA,,2 Round 11 Persia margaret Round 18 Persia Dambi,1 Round 21 Persia Francis Dambi,,,,,,,,48,2,0
Persia NS,,2 Round 6 Dep SugarZ3ro Round 10 Dep CLZ,2 Round 13 SyouTa SugarZ3ro CLZ Round 17 CLZ Xdll SugarZ3ro,1 Round 7 Dep SyouTa SugarZ3ro CLZ,,,1 Round 6 Dep SugarZ3ro,,,,63,2,0
Dambi NS,,3 Round 10 SyouTa Xdll Round 19 SugarZ3ro Xdll Round 22 Dep SyouTa,,,,,,,,,42,0,0
Francis NS,,2 Round 21 CLZ SyouTa Round 22 SugarZ3ro CLZ,1 Round 12 Xdll CLZ SyouTa,,,,,,,,44,4,1
Ivy NS,,4 Round 3 Xdll Dep Round 6 SyouTa CLZ Round 14 SugarZ3ro Dep Round 19 Dep CLZ,3 Round 5 SyouTa CLZ Xdll Round 8 Dep Xdll CLZ Round 18 Dep SugarZ3ro Xdll,,,2 Round 14 Dep Round 21 SugarZ3ro,,,,,68,1,2
margaret NS,,,1 Round 16 SugarZ3ro Dep SyouTa,,,,,,,,42,1,0
