,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
crashies FNC,,5 Round 4 vakk LewN Round 9 vakk Jamppi Round 12 vakk sociablEE Round 14 Jamppi LewN Round 18 vakk Jamppi,1 Round 7 sociablEE PROFEK LewN,,,,,,,,75,3,0
Boaster FNC,,3 Round 1 LewN PROFEK Round 8 vakk sociablEE Round 20 Jamppi vakk,3 Round 3 Jamppi PROFEK vakk Round 5 LewN PROFEK Jamppi Round 17 vakk Jamppi LewN,,,3 Round 1 vakk Round 3 vakk Round 5 Jamppi,,,,,66,3,3
Chronicle FNC,,5 Round 3 sociablEE LewN Round 10 Jamppi sociablEE Round 13 LewN sociablEE Round 14 vakk sociablEE Round 21 LewN Jamppi,3 Round 1 sociablEE Jamppi vakk Round 2 LewN PROFEK Jamppi Round 4 Jamppi sociablEE PROFEK,,,,,,,,70,0,0
kaajak FNC,,2 Round 5 vakk sociablEE Round 21 PROFEK vakk,1 Round 15 vakk sociablEE PROFEK,,,,,,,,59,0,1
Alfajer FNC,,2 Round 9 PROFEK sociablEE Round 13 vakk Jamppi,,,,1 Round 9 sociablEE,,,,,53,1,1
vakk BBL,,1 Round 1 kaajak Chronicle,,,,,1 Round 2 kaajak Chronicle,,,,24,1,0
PROFEK BBL,,5 Round 3 Chronicle kaajak Round 5 Alfajer Chronicle Round 8 kaajak Boaster Round 16 Boaster crashies Round 18 kaajak Alfajer,1 Round 20 Alfajer Boaster Chronicle,1 Round 12 Chronicle Boaster Alfajer crashies,,,1 Round 12 Alfajer crashies,,,,62,0,0
sociablEE BBL,,3 Round 9 kaajak Boaster Round 16 Chronicle kaajak Round 18 Chronicle crashies,1 Round 19 Alfajer crashies kaajak,,,1 Round 20 crashies,,,,,57,1,1
Jamppi BBL,,2 Round 7 Alfajer crashies Round 8 Chronicle crashies,,,,2 Round 7 crashies Round 8 crashies,,,,,43,7,1
LewN BBL,,1 Round 15 Alfajer Boaster,,,,,,,,,37,0,0
