,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Persia NS,,1 Round 19 TenTen SugarZ3ro,1 Round 12 SyouTa Xdll SugarZ3ro,,,,,,,,32,1,0
Dambi NS,,3 Round 4 SugarZ3ro SyouTa Round 7 Xdll SugarZ3ro Round 8 TenTen CLZ,,1 Round 13 CLZ SyouTa Xdll SugarZ3ro,,,,1 Round 13 SugarZ3ro Xdll SyouTa,,,67,0,1
Francis NS,,2 Round 11 SugarZ3ro CLZ Round 20 CLZ SyouTa,,1 Round 18 TenTen SyouTa Xdll SugarZ3ro,,,,,,,52,5,0
Ivy NS,,4 Round 3 TenTen SyouTa Round 12 TenTen CLZ Round 16 CLZ SugarZ3ro Round 20 Xdll SugarZ3ro,1 Round 15 TenTen SugarZ3ro SyouTa,,,,,,,,59,2,0
margaret NS,,2 Round 3 Xdll CLZ Round 17 Xdll CLZ,1 Round 14 TenTen SyouTa SugarZ3ro,,1 Round 10 TenTen SyouTa SugarZ3ro Xdll CLZ,,,,,,95,0,0
CLZ ZETA,,1 Round 3 Persia Ivy,,,,,,,,,31,0,0
SugarZ3ro ZETA,,2 Round 1 Persia Ivy Round 13 margaret Persia,,,,,,,,,32,0,1
SyouTa ZETA,,2 Round 5 Ivy margaret Round 15 Dambi Francis,,,,,,,,,39,0,0
Xdll ZETA,,1 Round 12 Ivy Dambi,1 Round 11 Dambi Ivy Francis,,1 Round 2 Dambi margaret Francis Persia Ivy,,1 Round 11 Ivy Francis,,,,62,1,2
TenTen ZETA,,3 Round 1 Dambi Francis Round 4 Ivy Dambi Round 6 Dambi Francis,1 Round 8 margaret Ivy Francis,,,,,,,,41,0,0
