Map,Round Number,Score,Winning Team,Winning Side,Win Method
1Corrode,1,"""1-0""",M8,Defenders,Elimination
1Corrode,2,"""2-0""",M8,Defenders,Elimination
1Corrode,3,"""2-1""",GX,Attackers,Spike Detonation
1Corrode,4,"""3-1""",M8,Defenders,Elimination
1Corrode,5,"""4-1""",M8,Defenders,Elimination
1Corrode,6,"""5-1""",M8,Defenders,Elimination
1Corrode,7,"""6-1""",M8,Defenders,Defuse
1Corrode,8,"""7-1""",M8,Defenders,Elimination
1Corrode,9,"""8-1""",M8,Defenders,Elimination
1Corrode,10,"""9-1""",M8,Defenders,Elimination
1Corrode,11,"""10-1""",M8,Defenders,Elimination
1Corrode,12,"""10-2""",GX,Attackers,Elimination
1Corrode,13,"""10-3""",M8,Defenders,Elimination
1Corrode,14,"""10-4""",M8,Defenders,Elimination
1Corrode,15,"""11-4""",GX,Attackers,Elimination
1Corrode,16,"""11-5""",M8,Defenders,Time Expired
1Corrode,17,"""11-6""",M8,Defenders,Elimination
1Corrode,18,"""11-7""",M8,Defenders,Elimination
1Corrode,19,"""12-7""",GX,Attackers,Elimination
1Corrode,20,"""12-8""",M8,Defenders,Defuse
1Corrode,21,"""13-8""",GX,Attackers,Elimination
1Corrode,22,"""""",,,
1Corrode,23,"""""",,,
1Corrode,24,"""""",,,
