,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
ANGE1 NAVI,,5 Round 5 AvovA penny Round 8 MOLSI penny Round 9 OLIZERA MOLSI Round 14 AvovA MOLSI Round 17 AvovA MOLSI,,,,,,,,,69,0,0
Shao NAVI,,,,,,,,,,,37,2,2
Ruxic NAVI,,3 Round 8 AvovA batujnax Round 12 penny AvovA Round 14 batujnax OLIZERA,1 Round 11 batujnax AvovA OLIZERA,,,,,,,,76,0,0
alexiiik NAVI,,3 Round 3 penny batujnax Round 10 AvovA batujnax Round 13 batujnax OLIZERA,2 Round 4 OLIZERA penny AvovA Round 17 batujnax OLIZERA penny,,,,,,,,69,0,0
hiro NAVI,,4 Round 3 AvovA OLIZERA Round 5 batujnax OLIZERA Round 11 penny MOLSI Round 13 penny MOLSI,3 Round 6 penny batujnax MOLSI Round 7 OLIZERA AvovA batujnax Round 10 MOLSI penny OLIZERA,,,1 Round 4 MOLSI,,,,,100,0,0
MOLSI APK,,,,,,,,,,,55,3,0
AvovA APK,,2 Round 1 hiro ANGE1 Round 17 Ruxic hiro,,,,,,,,,31,0,0
penny APK,,2 Round 2 ANGE1 alexiiik Round 13 Ruxic Shao,,1 Round 16 alexiiik hiro ANGE1 Ruxic,,,,,,,65,0,0
OLIZERA APK,,1 Round 15 Ruxic alexiiik,,,,,,,,,29,0,0
batujnax APK,,3 Round 1 alexiiik Shao Round 4 ANGE1 alexiiik Round 14 alexiiik hiro,,,,,,,,,29,1,0
