,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
stax T1,,,,,,,,,,,29,4,0
BuZz T1,,3 Round 4 Dambi Persia Round 7 Persia Ivy Round 14 Persia Ivy,,,,,,,,,43,0,0
Sylvan T1,,3 Round 3 Dambi Persia Round 18 Persia Dambi Round 22 Dambi Persia,2 Round 14 Francis Dambi margaret Round 16 Persia margaret Ivy,,,,,,,,48,2,0
Meteor T1,,6 Round 3 margaret Francis Round 4 Francis Ivy Round 13 Francis Dambi Round 19 Francis Dambi Round 20 Francis Dambi Round 24 Persia Ivy,1 Round 23 Dambi Francis margaret,,,,,,,,73,2,1
iZu T1,,3 Round 5 Dambi Ivy Round 13 margaret Ivy Round 24 margaret Dambi,2 Round 10 Persia Francis Ivy Round 17 margaret Persia Francis,,1 Round 15 Persia Ivy Dambi Francis margaret,1 Round 15 margaret,,,,,59,2,1
Persia NS,,5 Round 11 iZu Meteor Round 12 Meteor BuZz Round 19 BuZz Meteor Round 21 iZu Sylvan Round 23 Meteor BuZz,1 Round 5 Sylvan stax Meteor,,,1 Round 5 Meteor,,,,,73,1,1
Dambi NS,,1 Round 1 Sylvan stax,,,,,,,,,21,2,0
Francis NS,,1 Round 7 stax Sylvan,,1 Round 9 BuZz Meteor iZu stax,,,,,,,41,3,0
Ivy NS,,1 Round 8 Sylvan Meteor,2 Round 15 Sylvan stax BuZz Round 20 stax BuZz iZu,,,,,,,,49,4,0
margaret NS,,2 Round 11 BuZz Sylvan Round 19 iZu stax,,,,,,,,,48,0,0
