Player,Team,Map,Side,Agents,R2.0,ACS,K,D,A,K/D,KAST,ADR,HS%,FK,FD,FK/FD
aspas,LEV,Map_2_2Haven,All,Neon,1.57,316,19,10,3,+9,76%,186,23%,6,2,+4
kiNgg,LEV,Map_2_2Haven,All,Omen,1.52,238,16,8,10,+8,82%,164,42%,1,1,0
Mazino,LEV,Map_2_2Haven,All,Breach,1.47,250,17,9,9,+8,82%,168,35%,1,0,+1
tex,LEV,Map_2_2Haven,All,Cypher,0.96,187,12,11,2,+1,71%,115,30%,1,1,0
C0M,LEV,Map_2_2Haven,All,Sova,0.83,125,6,10,9,-4,76%,85,11%,3,1,+2
Asuna,100T,Map_2_2Haven,All,Kayo,1.00,198,10,13,10,-3,94%,133,16%,1,1,0
eeiu,100T,Map_2_2Haven,All,Sova,0.97,214,13,13,4,0,88%,134,37%,1,1,0
bang,100T,Map_2_2Haven,All,Omen,0.85,190,11,15,10,-4,76%,128,43%,0,3,-3
Boostio,100T,Map_2_2Haven,All,Killjoy,0.56,137,7,15,4,-8,41%,92,25%,2,3,-1
Cryocells,100T,Map_2_2Haven,All,Jett,0.54,128,7,14,2,-7,53%,90,41%,1,4,-3
aspas,LEV,Map_2_2Haven,Attack,Neon,0.97,151,3,3,1,0,60%,91,29%,0,1,-1
kiNgg,LEV,Map_2_2Haven,Attack,Omen,1.13,165,3,3,2,0,60%,109,75%,0,0,0
Mazino,LEV,Map_2_2Haven,Attack,Breach,1.93,304,6,2,3,+4,80%,197,36%,1,0,+1
tex,LEV,Map_2_2Haven,Attack,Cypher,0.80,139,2,4,0,-2,40%,86,80%,1,1,0
C0M,LEV,Map_2_2Haven,Attack,Sova,0.76,151,2,4,2,-2,60%,92,11%,1,0,+1
Asuna,100T,Map_2_2Haven,Attack,Kayo,0.93,184,6,10,9,-4,100%,123,16%,1,1,0
eeiu,100T,Map_2_2Haven,Attack,Sova,0.93,206,8,10,4,-2,83%,132,35%,0,1,-1
bang,100T,Map_2_2Haven,Attack,Omen,1.06,224,9,11,7,-2,83%,157,55%,0,2,-2
Boostio,100T,Map_2_2Haven,Attack,Killjoy,0.16,63,2,12,2,-10,42%,50,33%,1,2,-1
Cryocells,100T,Map_2_2Haven,Attack,Jett,0.69,181,7,11,2,-4,58%,126,44%,1,3,-2
aspas,LEV,Map_2_2Haven,Defend,Neon,1.82,386,16,7,2,+9,83%,225,22%,6,1,+5
kiNgg,LEV,Map_2_2Haven,Defend,Omen,1.69,269,13,5,8,+8,92%,186,38%,1,1,0
Mazino,LEV,Map_2_2Haven,Defend,Breach,1.28,229,11,7,6,+4,83%,156,35%,0,0,0
tex,LEV,Map_2_2Haven,Defend,Cypher,1.03,208,10,7,2,+3,83%,128,21%,0,0,0
C0M,LEV,Map_2_2Haven,Defend,Sova,0.86,116,4,6,7,-2,83%,82,11%,2,1,+1
Asuna,100T,Map_2_2Haven,Defend,Kayo,1.16,233,4,3,1,+1,80%,157,17%,0,0,0
eeiu,100T,Map_2_2Haven,Defend,Sova,1.05,233,5,3,0,+2,100%,138,44%,1,0,+1
bang,100T,Map_2_2Haven,Defend,Omen,0.33,111,2,4,3,-2,60%,61,13%,0,1,-1
Boostio,100T,Map_2_2Haven,Defend,Killjoy,1.53,319,5,3,2,+2,40%,194,22%,1,1,0
Cryocells,100T,Map_2_2Haven,Defend,Jett,0.18,4,0,3,0,-3,40%,4,0%,0,1,-1
