,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
paTiTek TL,,2 Round 9 aspas Verno Round 15 xenom aspas,,,,,,,,,48,6,0
nAts TL,,5 Round 4 aspas artzin Round 7 cortezia artzin Round 10 xenom Verno Round 16 artzin Verno Round 19 artzin cortezia,,,,,1 Round 10 Verno xenom,,,,54,1,0
keiko TL,,3 Round 1 Verno aspas Round 5 aspas Verno Round 6 aspas xenom,2 Round 3 artzin aspas xenom Round 19 aspas xenom Verno,,,,,,,,56,3,0
kamo TL,,2 Round 9 xenom artzin Round 20 aspas artzin,1 Round 14 artzin xenom cortezia,,,,,,,,57,0,0
Serial TL,,4 Round 8 artzin Verno Round 10 artzin aspas Round 12 Verno aspas Round 13 artzin Verno,,,,,1 Round 12 aspas Verno,,,,42,1,1
cortezia MIBR,,3 Round 4 Serial kamo Round 5 Serial paTiTek Round 12 keiko nAts,,,,,,,,,65,0,0
artzin MIBR,,,,1 Round 11 kamo nAts keiko paTiTek,,,,,,,41,2,1
aspas MIBR,,2 Round 16 nAts keiko Round 18 nAts paTiTek,,,,,,,,,41,1,1
xenom MIBR,,3 Round 7 nAts kamo Round 10 kamo Serial Round 14 keiko paTiTek,,,,,,,,,44,0,1
Verno MIBR,,4 Round 3 keiko nAts Round 4 paTiTek nAts Round 9 nAts kamo Round 16 paTiTek kamo,1 Round 8 paTiTek keiko nAts,,,2 Round 3 nAts Round 4 nAts,,,,,87,0,1
