,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
paTiTek TL,,2 Round 10 Verno aspas Round 13 artzin cortezia,1 Round 1 artzin cortezia xenom,,,,,,,,45,1,0
nAts TL,,3 Round 6 xenom aspas Round 10 cortezia xenom Round 16 cortezia artzin,1 Round 19 cortezia xenom Verno,,,,,1 Round 19 cortezia Verno xenom,,,56,0,1
penny TL,,2 Round 6 Verno cortezia Round 18 xenom cortezia,,,,,,,,,58,0,1
keiko TL,,3 Round 2 artzin Verno Round 7 artzin Verno Round 13 xenom Verno,2 Round 9 aspas xenom cortezia Round 12 cortezia aspas Verno,,,2 Round 7 Verno Round 9 cortezia,1 Round 13 Verno xenom,,,,48,6,2
kamo TL,,3 Round 7 aspas cortezia Round 16 xenom Verno Round 18 artzin Verno,,,,,,,,,47,0,0
cortezia MIBR,,2 Round 3 paTiTek nAts Round 6 keiko paTiTek,1 Round 5 kamo paTiTek nAts,,,,,,,,39,0,0
artzin MIBR,,2 Round 4 keiko nAts Round 17 keiko nAts,,,,,,,,,57,8,0
aspas MIBR,,,,1 Round 15 kamo penny nAts keiko,,,,,,,40,1,0
xenom MIBR,,2 Round 11 keiko paTiTek Round 19 kamo paTiTek,1 Round 8 kamo keiko nAts,,,,,,,,50,0,0
Verno MIBR,,2 Round 4 penny kamo Round 13 paTiTek penny,2 Round 7 paTiTek kamo penny Round 9 kamo paTiTek nAts,,,,,,,,68,0,1
