,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
cortezia MIBR,,3 Round 3 Cryocells eeiu Round 10 zander Boostio Round 11 eeiu Boostio,1 Round 2 eeiu Boostio zander,,,,,,,,79,1,0
artzin MIBR,,2 Round 7 Asuna Cryocells Round 12 Cryocells Asuna,,,,,,,,,47,3,1
aspas MIBR,,4 Round 2 Asuna Cryocells Round 6 zander eeiu Round 14 Cryocells eeiu Round 15 Asuna Boostio,3 Round 9 Boostio Cryocells eeiu aspas Round 10 eeiu Asuna Cryocells Round 12 zander Boostio eeiu,,,,,,,,95,0,0
xenom MIBR,,3 Round 3 Asuna zander Round 8 eeiu Cryocells Round 16 Asuna Cryocells,1 Round 17 Asuna eeiu Cryocells,,,,,,,,63,0,0
Verno MIBR,,2 Round 5 Asuna eeiu Round 14 zander Boostio,,,,,1 Round 14 zander Boostio,,,,55,0,4
Asuna 100T,,1 Round 14 aspas xenom,,,,,,,,,20,4,0
Boostio 100T,,1 Round 2 xenom aspas,,,,,,,,,34,0,0
eeiu 100T,,4 Round 1 cortezia xenom Round 3 artzin xenom Round 9 xenom cortezia Round 12 artzin cortezia,1 Round 4 aspas cortezia xenom,,,2 Round 4 xenom Round 9 aspas,,,,,70,1,0
Cryocells 100T,,3 Round 8 artzin aspas Round 10 xenom cortezia Round 13 Verno aspas,,,,,,,,,46,0,0
zander 100T,,,,,,1 Round 8 xenom,,,,,33,2,0
