,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
cortezia MIBR,,2 Round 8 Asuna eeiu Round 19 zander Cryocells,1 Round 23 Boostio Cryocells eeiu,2 Round 7 zander eeiu Cryocells Asuna Round 18 Cryocells Boostio zander Asuna,,,,,,,58,2,0
artzin MIBR,,1 Round 1 Asuna zander,3 Round 4 Cryocells zander eeiu Round 9 Cryocells zander Asuna Round 14 zander Boostio eeiu,,,,,,,,38,6,0
aspas MIBR,,3 Round 3 zander eeiu Round 9 eeiu Boostio Round 13 Cryocells zander,,,,,,,,,39,0,0
xenom MIBR,,3 Round 6 Boostio eeiu Round 8 Boostio zander Round 13 Asuna eeiu,,,,,,,,,44,0,0
Verno MIBR,,2 Round 1 Cryocells Boostio Round 19 Boostio eeiu,2 Round 2 eeiu zander Boostio Round 16 Cryocells Asuna zander,,,1 Round 8 Cryocells,,,,,65,0,0
Asuna 100T,,2 Round 4 aspas artzin Round 7 aspas artzin,,,,,,,,,77,0,1
Boostio 100T,,,,,,1 Round 7 cortezia,,,,,29,3,1
eeiu 100T,,2 Round 5 aspas cortezia Round 19 artzin cortezia,1 Round 20 xenom aspas cortezia,,,,,,,,37,0,0
Cryocells 100T,,3 Round 5 xenom Verno Round 7 Verno xenom Round 8 xenom cortezia,1 Round 12 xenom cortezia artzin,,,,,,,,59,0,0
zander 100T,,2 Round 10 aspas cortezia Round 15 xenom aspas,,,,,,,,,41,2,0
