,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
nobody EDG,,10,1,,,,,,,,57,1,1
ZmjjKK EDG,,8,5,,,,,,,,51,2,2
Smoggy EDG,,6,,1,,1,1,,,,47,6,0
S1Mon EDG,,4,,,,1,,,,,45,11,0
CHICHOO EDG,,8,7,3,,1,1,1,,,94,4,1
stax T1,,5,2,1,,1,1,,,,43,9,1
BuZz T1,,8,3,2,,,1,,,,55,1,1
Sylvan T1,,10,3,1,1,1,,,,1,59,8,0
Meteor T1,,6,2,,,,,,,,45,0,0
iZu T1,,6,2,1,,3,,,,,49,2,3
