,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
MAGNUM BBL,,,,1 Round 1 marteen SUYGETSU saadhak Elite,,,,,,,23,2,0
PROFEK BBL,,,,,,,,,,,26,0,0
sociablEE BBL,,,,,,,,,,,37,0,0
Jamppi BBL,,2 Round 2 saadhak marteen Round 11 saadhak Avez,,,,,,,,,42,6,0
LewN BBL,,3 Round 4 Avez saadhak Round 6 saadhak Avez Round 16 marteen SUYGETSU,,,,,,,,,66,0,0
saadhak KC,,1 Round 6 MAGNUM Jamppi,,,,,,,,,42,1,0
SUYGETSU KC,,1 Round 7 Jamppi LewN,,,,,,,,,71,0,2
Avez KC,,1 Round 10 LewN MAGNUM,2 Round 12 sociablEE Jamppi MAGNUM Round 13 LewN Jamppi MAGNUM,1 Round 8 Jamppi PROFEK sociablEE MAGNUM,,,,,,,70,2,0
marteen KC,,3 Round 9 LewN sociablEE Round 10 PROFEK sociablEE Round 14 sociablEE PROFEK,1 Round 3 MAGNUM sociablEE Jamppi,,,,,,,,62,0,1
Elite KC,,4 Round 1 sociablEE LewN Round 3 PROFEK LewN Round 13 sociablEE PROFEK Round 15 LewN MAGNUM,3 Round 5 PROFEK MAGNUM sociablEE Round 11 LewN MAGNUM sociablEE Round 16 MAGNUM LewN Jamppi,,,,,,,,180,0,2
