,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
stax T1,,,,1 Round 15 Dep Xdll SyouTa CLZ,,1 Round 15 CLZ,,,,,52,4,0
BuZz T1,,1 Round 14 SyouTa Dep,1 Round 10 Dep CLZ SugarZ3ro,1 Round 18 SugarZ3ro Xdll CLZ SyouTa,,,,,,,44,0,1
Sylvan T1,,3 Round 2 SyouTa SugarZ3ro Round 3 SugarZ3ro SyouTa Round 5 SugarZ3ro SyouTa,1 Round 11 SyouTa CLZ Xdll,,,,,,,,84,2,0
Meteor T1,,3 Round 2 Xdll Dep Round 3 Dep Xdll Round 4 SyouTa Xdll,2 Round 1 SyouTa Xdll Dep Round 6 CLZ Dep Xdll,,,,,,,,72,4,0
iZu T1,,3 Round 4 SugarZ3ro Dep Round 8 CLZ SyouTa Round 13 Dep SugarZ3ro,,1 Round 9 SugarZ3ro SyouTa Xdll Dep,,,,,1 Round 9 SugarZ3ro Xdll Dep SyouTa,,68,0,0
Dep ZETA,,2 Round 12 Meteor iZu Round 17 Sylvan iZu,,,,,,,,,40,0,1
CLZ ZETA,,5 Round 6 iZu BuZz Round 7 BuZz Meteor Round 13 iZu BuZz Round 14 stax BuZz Round 15 BuZz Sylvan,,,,1 Round 13 BuZz,,,,,63,2,0
SugarZ3ro ZETA,,1 Round 12 BuZz Sylvan,,,,,,,,,37,0,0
SyouTa ZETA,,,,,,,,,,,22,0,0
Xdll ZETA,,2 Round 8 BuZz Meteor Round 9 stax Sylvan,1 Round 14 Sylvan iZu Meteor,,,,,,,,62,2,0
