Map,Round Number,Score,Winning Team,Winning Side,Win Method
1Bind,1,"""0-1""",TLN,Attackers,Elimination
1Bind,2,"""0-2""",TLN,Attackers,Spike Detonation
1Bind,3,"""0-3""",TLN,Attackers,Elimination
1Bind,4,"""0-4""",TLN,Attackers,Elimination
1Bind,5,"""1-4""",BME,Defenders,Defuse
1Bind,6,"""2-4""",BME,Defenders,Elimination
1Bind,7,"""2-5""",TLN,Attackers,Elimination
1Bind,8,"""2-6""",TLN,Attackers,Elimination
1Bind,9,"""3-6""",BME,Defenders,Elimination
1Bind,10,"""3-7""",TLN,Attackers,Spike Detonation
1Bind,11,"""3-8""",TLN,Attackers,Spike Detonation
1Bind,12,"""3-9""",TLN,Attackers,Elimination
1Bind,13,"""3-10""",BME,Defenders,Elimination
1Bind,14,"""3-11""",BME,Defenders,Defuse
1Bind,15,"""4-11""",TLN,Attackers,Elimination
1Bind,16,"""5-11""",TLN,Attackers,Spike Detonation
1Bind,17,"""5-12""",BME,Defenders,Elimination
1Bind,18,"""6-12""",TLN,Attackers,Spike Detonation
1Bind,19,"""7-12""",TLN,Attackers,Elimination
1Bind,20,"""8-12""",TLN,Attackers,Elimination
1Bind,21,"""8-13""",BME,Defenders,Defuse
1Bind,22,"""""",,,
1Bind,23,"""""",,,
1Bind,24,"""""",,,
