,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
brawk NRG,,1 Round 13 valyn JonahP,1 Round 2 JonahP BABYBAY trent,,,,,,,,26,0,0
s0m NRG,,4 Round 5 BABYBAY trent Round 9 JonahP BABYBAY Round 14 trent BABYBAY Round 16 JonahP jawgemo,,1 Round 19 BABYBAY JonahP trent jawgemo,,,,,1 Round 19 JonahP trent BABYBAY jawgemo,,65,3,2
mada NRG,,3 Round 3 trent jawgemo Round 15 JonahP jawgemo Round 17 JonahP valyn,,,,,,,,,44,0,1
skuba NRG,,3 Round 1 jawgemo trent Round 5 jawgemo valyn Round 10 BABYBAY jawgemo,,,,,,,,,40,1,0
Ethan NRG,,2 Round 13 BABYBAY trent Round 14 valyn JonahP,,,,,,,,,26,3,0
BABYBAY G2,,2 Round 10 s0m mada Round 20 s0m Ethan,,,,,,,,,50,0,0
valyn G2,,1 Round 11 mada brawk,2 Round 5 brawk Ethan s0m Round 12 s0m mada skuba,1 Round 4 Ethan skuba s0m brawk,,,,,,,72,4,1
jawgemo G2,,,2 Round 8 s0m skuba mada Round 18 s0m mada Ethan,,,,,,,,51,0,0
JonahP G2,,3 Round 7 mada s0m Round 10 brawk skuba Round 20 brawk mada,3 Round 3 mada brawk s0m Round 6 mada s0m skuba Round 9 skuba brawk Ethan,,,2 Round 5 skuba Round 10 skuba,,,,,74,1,3
trent G2,,4 Round 8 Ethan brawk Round 12 brawk Ethan Round 16 mada brawk Round 19 skuba mada,,,,,,,,,61,1,1
