,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
brawk NRG,,6,1,,,,,,,,34,5,2
s0m NRG,,11,6,1,,,,,1,,63,5,2
mada NRG,,11,3,,,,,,,,65,0,2
skuba NRG,,7,,2,,1,,,,,45,2,0
Ethan NRG,,5,1,1,,,,,,,52,13,2
BABYBAY G2,,11,1,,,1,,,,,59,1,4
valyn G2,,12,3,2,,,,,,,61,5,1
jawgemo G2,,10,2,,,,,,,,46,0,4
JonahP G2,,8,5,,,2,1,,,,54,5,3
trent G2,,6,,,,,,,,,41,6,2
