,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
brawk NRG,,3 Round 4 jawgemo JonahP Round 15 trent BABYBAY Round 23 valyn trent,,,,,,,,,31,1,0
s0m NRG,,4 Round 1 JonahP trent Round 3 BABYBAY jawgemo Round 5 valyn trent Round 6 BABYBAY trent,3 Round 16 BABYBAY valyn trent Round 18 JonahP valyn trent Round 20 trent valyn BABYBAY,,,,,,,,58,2,0
mada NRG,,4 Round 2 valyn trent Round 5 jawgemo BABYBAY Round 8 jawgemo valyn Round 16 jawgemo JonahP,3 Round 11 valyn BABYBAY trent Round 15 JonahP jawgemo valyn Round 19 valyn JonahP trent,,,,,,,,94,0,1
skuba NRG,,2 Round 2 jawgemo BABYBAY Round 4 trent BABYBAY,,,,,,,,,35,0,0
Ethan NRG,,2 Round 10 jawgemo trent Round 12 trent JonahP,1 Round 8 BABYBAY trent JonahP,,,,,,,,60,5,2
BABYBAY G2,,7 Round 6 skuba Ethan Round 9 brawk Ethan Round 13 s0m skuba Round 15 s0m mada Round 17 Ethan skuba Round 19 skuba mada Round 24 mada brawk,,,,1 Round 19 mada,,,,,67,0,2
valyn G2,,4 Round 3 mada Ethan Round 9 s0m skuba Round 20 skuba Ethan Round 22 mada Ethan,,1 Round 21 mada skuba Ethan brawk,,,,,,,56,0,0
jawgemo G2,,4 Round 7 s0m mada Round 14 skuba brawk Round 16 Ethan brawk Round 20 brawk mada,,,,,,,,,38,0,2
JonahP G2,,3 Round 14 s0m Ethan Round 17 mada s0m Round 19 s0m brawk,2 Round 2 mada s0m skuba Round 11 s0m brawk skuba,,,,1 Round 2 skuba s0m,,,,58,3,0
trent G2,,2 Round 13 mada brawk Round 24 skuba s0m,,,,,,,,,28,3,0
