,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
saadhak KC,,1 Round 13 koalanoob hiro,,,,,,,,,41,2,1
SUYGETSU KC,,3 Round 6 hiro Shao Round 11 ANGE1 koalanoob Round 15 ANGE1 Shao,,,,,,,,,68,1,0
Avez KC,,2 Round 4 ANGE1 koalanoob Round 15 koalanoob Ruxic,,1 Round 14 ANGE1 koalanoob Shao hiro,,,,,,,72,7,0
marteen KC,,2 Round 1 hiro koalanoob Round 9 hiro Shao,,1 Round 10 Shao ANGE1 hiro Ruxic,,,,,,,68,0,0
Elite KC,,,1 Round 11 Shao Ruxic hiro,,,,,,,,56,1,0
ANGE1 NAVI,,1 Round 2 SUYGETSU marteen ANGE1,,,,,,,,,37,1,0
Shao NAVI,,,,,,,,,,,33,0,0
koalanoob NAVI,,1 Round 7 Avez saadhak,1 Round 6 marteen saadhak Elite,,,,,,,,38,0,0
Ruxic NAVI,,3 Round 3 marteen Elite Round 5 marteen Elite Round 12 SUYGETSU Avez,,,,,,,,,75,0,1
hiro NAVI,,,,,,,,,,,30,0,0
