,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
saadhak KC,,3 Round 3 koalanoob Shao Round 6 Shao Ruxic Round 9 hiro Ruxic,2 Round 5 koalanoob Ruxic hiro Round 13 Ruxic hiro Shao,,,1 Round 18 Shao,1 Round 13 hiro Shao,,,,56,6,2
SUYGETSU KC,,2 Round 11 hiro ANGE1 Round 19 koalanoob ANGE1,,,,,,,,,26,2,0
Avez KC,,1 Round 18 koalanoob hiro,1 Round 4 koalanoob hiro Shao,2 Round 12 Ruxic koalanoob hiro ANGE1 Round 15 ANGE1 koalanoob Shao hiro,,,,,,,82,2,1
marteen KC,,3 Round 8 ANGE1 hiro Round 14 hiro Ruxic Round 19 Ruxic hiro,1 Round 7 ANGE1 koalanoob Ruxic,,,,,,,,39,0,0
Elite KC,,3 Round 4 Ruxic ANGE1 Round 14 koalanoob ANGE1 Round 18 Ruxic ANGE1,,,,,,,,,60,0,0
ANGE1 NAVI,,2 Round 10 marteen SUYGETSU Round 17 Avez marteen,,,,,,,,,49,2,0
Shao NAVI,,1 Round 13 Elite Avez,2 Round 1 Avez saadhak marteen Round 2 marteen Elite Avez,,,,,,,,56,0,1
koalanoob NAVI,,2 Round 2 saadhak SUYGETSU Round 9 Avez saadhak,1 Round 8 Avez Elite marteen,,,,,,,,44,0,1
Ruxic NAVI,,3 Round 5 SUYGETSU marteen Round 7 saadhak Elite Round 11 marteen SUYGETSU,1 Round 9 SUYGETSU marteen Elite,,,,,,,,56,0,0
hiro NAVI,,1 Round 10 Elite saadhak,,,,,,,,,30,2,1
