Map,Round Number,Score,Winning Team,Winning Side,Win Method
2Lotus,1,"""0-1""",APK,Attackers,Elimination
2Lotus,2,"""0-2""",APK,Attackers,Elimination
2Lotus,3,"""0-3""",APK,Attackers,Spike Detonation
2Lotus,4,"""0-4""",APK,Attackers,Spike Detonation
2Lotus,5,"""1-4""",VIT,Defenders,Defuse
2Lotus,6,"""1-5""",APK,Attackers,Elimination
2Lotus,7,"""1-6""",APK,Attackers,Elimination
2Lotus,8,"""1-7""",APK,Attackers,Elimination
2Lotus,9,"""1-8""",APK,Attackers,Elimination
2Lotus,10,"""2-8""",VIT,Defenders,Defuse
2Lotus,11,"""2-9""",APK,Attackers,Elimination
2Lotus,12,"""3-9""",VIT,Defenders,Time Expired
2Lotus,13,"""4-9""",APK,Attackers,Elimination
2Lotus,14,"""5-9""",APK,Attackers,Elimination
2Lotus,15,"""5-10""",VIT,Defenders,Defuse
2Lotus,16,"""6-10""",APK,Attackers,Elimination
2Lotus,17,"""7-10""",APK,Attackers,Spike Detonation
2Lotus,18,"""8-10""",APK,Attackers,Elimination
2Lotus,19,"""9-10""",APK,Attackers,Spike Detonation
2Lotus,20,"""10-10""",APK,Attackers,Elimination
2Lotus,21,"""11-10""",APK,Attackers,Elimination
2Lotus,22,"""12-10""",APK,Attackers,Elimination
2Lotus,23,"""13-10""",APK,Attackers,Elimination
2Lotus,24,"""""",,,
