Player,Team,Map,Side,Agents,R2.0,ACS,K,D,A,K/D,KAST,ADR,HS%,FK,FD,FK/FD
trent,G2,All_Maps,All,"Tejo, Sova",1.22,221,80,63,21,+17,72%,153,25%,13,5,+8
valyn,G2,All_Maps,All,"Astra, Brimstone",1.10,195,69,63,40,+6,71%,129,20%,7,7,0
leaf,G2,All_Maps,All,"Viper, Chamber, Vyse",0.97,189,68,71,20,-3,67%,126,26%,13,10,+3
JonahP,G2,All_Maps,All,"Breach, Vyse",0.89,157,58,68,41,-10,74%,93,21%,3,8,-5
jawgemo,G2,All_Maps,All,"Yoru, Raze",0.85,205,73,80,20,-7,70%,125,21%,14,21,-7
johnqt,SEN,All_Maps,All,"Tejo, Sova",1.14,199,69,64,27,+5,71%,143,32%,8,6,+2
bang,SEN,All_Maps,All,"Omen, Astra, Brimstone",0.99,195,66,72,49,-6,75%,126,39%,10,7,+3
N4RRATE,SEN,All_Maps,All,"Breach, Fade, Omen, Iso",0.98,197,71,71,29,0,73%,127,27%,16,7,+9
zekken,SEN,All_Maps,All,"Yoru, Jett",0.95,197,74,70,13,+4,66%,130,28%,12,17,-5
Zellsis,SEN,All_Maps,All,"Viper, Vyse, Kayo, Cypher",0.89,183,63,73,35,-10,67%,119,22%,5,13,-8
trent,G2,All_Maps,Attack,"Tejo, Sova",1.07,197,39,34,6,+5,70%,131,23%,9,5,+4
valyn,G2,All_Maps,Attack,"Astra, Brimstone",1.05,176,32,33,21,-1,74%,120,16%,4,4,0
leaf,G2,All_Maps,Attack,"Viper, Chamber, Vyse",0.90,175,32,37,13,-5,65%,124,30%,4,6,-2
JonahP,G2,All_Maps,Attack,"Breach, Vyse",0.88,162,32,36,20,-4,76%,95,20%,0,4,-4
jawgemo,G2,All_Maps,Attack,"Yoru, Raze",0.85,219,41,43,9,-2,72%,138,23%,8,10,-2
johnqt,SEN,All_Maps,Attack,"Tejo, Sova",0.93,193,31,35,8,-4,64%,133,37%,5,2,+3
bang,SEN,All_Maps,Attack,"Omen, Astra, Brimstone",1.08,203,31,31,31,0,81%,127,46%,2,2,0
N4RRATE,SEN,All_Maps,Attack,"Breach, Fade, Omen, Iso",1.02,201,34,32,12,+2,77%,131,23%,7,4,+3
zekken,SEN,All_Maps,Attack,"Yoru, Jett",0.76,207,34,39,5,-5,57%,134,29%,7,10,-3
Zellsis,SEN,All_Maps,Attack,"Viper, Vyse, Kayo, Cypher",0.90,179,30,35,17,-5,70%,117,28%,1,7,-6
trent,G2,All_Maps,Defend,"Tejo, Sova",1.39,254,41,29,15,+12,74%,178,26%,4,0,+4
valyn,G2,All_Maps,Defend,"Astra, Brimstone",1.17,215,37,30,19,+7,68%,139,25%,3,3,0
leaf,G2,All_Maps,Defend,"Viper, Chamber, Vyse",1.06,208,36,34,7,+2,70%,129,22%,9,4,+5
JonahP,G2,All_Maps,Defend,"Breach, Vyse",0.90,156,26,32,21,-6,72%,91,22%,3,4,-1
jawgemo,G2,All_Maps,Defend,"Yoru, Raze",0.85,182,32,37,11,-5,68%,110,19%,6,11,-5
johnqt,SEN,All_Maps,Defend,"Tejo, Sova",1.33,208,38,29,19,+9,78%,152,28%,3,4,-1
bang,SEN,All_Maps,Defend,"Omen, Astra, Brimstone",0.92,193,35,41,18,-6,70%,124,33%,8,5,+3
N4RRATE,SEN,All_Maps,Defend,"Breach, Fade, Omen, Iso",0.94,196,37,39,17,-2,70%,123,30%,9,3,+6
zekken,SEN,All_Maps,Defend,"Yoru, Jett",1.12,185,40,31,8,+9,74%,127,27%,5,7,-2
Zellsis,SEN,All_Maps,Defend,"Viper, Vyse, Kayo, Cypher",0.89,178,33,38,18,-5,65%,121,18%,4,6,-2
