,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
valyn G2,,2 Round 10 Rossy tex Round 18 Demon1 C0M,1 Round 6 Demon1 Rossy tex,,,,1 Round 6 tex Rossy,,,,52,1,1
jawgemo G2,,1 Round 19 tex Rossy,1 Round 12 C0M tex Rossy,,,,,,,,50,0,0
JonahP G2,,2 Round 8 tex kiNgg Round 10 kiNgg Demon1,,,,,,,,,42,3,1
leaf G2,,1 Round 12 Demon1 kiNgg,1 Round 3 kiNgg tex C0M,2 Round 5 C0M kiNgg Rossy Demon1 Round 7 kiNgg tex C0M Rossy,,,,,,,74,0,1
trent G2,,5 Round 1 kiNgg Rossy Round 8 Rossy Demon1 Round 9 kiNgg Rossy Round 18 kiNgg Rossy Round 20 Rossy C0M,,1 Round 4 Rossy Demon1 C0M tex,,,1 Round 20 C0M Rossy,,,,81,1,0
C0M LEV,,1 Round 1 JonahP valyn,1 Round 14 JonahP jawgemo leaf,,,,,,,,32,1,2
Rossy LEV,,3 Round 2 jawgemo JonahP Round 12 leaf JonahP Round 16 JonahP jawgemo,1 Round 20 jawgemo valyn JonahP,,,,,,,,60,3,1
tex LEV,,1 Round 17 jawgemo leaf,1 Round 6 jawgemo JonahP leaf,,,,,,,,38,1,0
kiNgg LEV,,2 Round 8 valyn trent Round 17 JonahP valyn,,,,,,,,,33,0,0
Demon1 LEV,,3 Round 1 jawgemo trent Round 5 valyn trent Round 16 trent valyn,1 Round 13 JonahP jawgemo trent,1 Round 15 valyn jawgemo JonahP leaf,,,,,,,57,0,0
