,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
crazyguy RRQ,,6 Round 9 BeYN MaKo Round 10 HYUNMIN BeYN crazyguy Round 12 HYUNMIN BeYN Round 13 Estrella free1ng Round 21 MaKo free1ng Round 26 free1ng BeYN,1 Round 7 HYUNMIN BeYN free1ng,,,,1 Round 7 BeYN free1ng,,,,68,6,0
Kushy RRQ,,1 Round 5 HYUNMIN BeYN,,,,,,,,,33,1,1
xffero RRQ,,2 Round 17 free1ng MaKo Round 18 MaKo free1ng,2 Round 4 BeYN MaKo Estrella Round 19 BeYN HYUNMIN Estrella,1 Round 2 free1ng MaKo BeYN Estrella,,,,,,,51,0,1
Monyet RRQ,,1 Round 21 HYUNMIN BeYN,1 Round 18 HYUNMIN BeYN Estrella,,,,,,,,36,0,0
Jemkin RRQ,,4 Round 1 BeYN free1ng Round 4 HYUNMIN free1ng Round 22 free1ng MaKo Round 24 HYUNMIN BeYN,1 Round 16 Estrella free1ng BeYN,2 Round 15 MaKo free1ng BeYN Estrella Round 25 BeYN HYUNMIN Estrella free1ng,,,,,,,58,1,2
free1ng DRX,,2 Round 12 Jemkin Kushy Round 19 Kushy Jemkin,3 Round 3 xffero crazyguy Kushy Round 20 Kushy crazyguy xffero Round 24 Jemkin Monyet Kushy,,,1 Round 24 Kushy,,,,,65,0,1
MaKo DRX,,1 Round 14 xffero Jemkin,1 Round 19 Monyet xffero crazyguy,2 Round 9 Jemkin xffero Monyet Kushy Round 11 crazyguy Kushy Jemkin xffero,,,,,,,50,0,0
BeYN DRX,,1 Round 5 Monyet xffero,,,,,,,,,18,9,0
Estrella DRX,,3 Round 14 Kushy crazyguy Round 22 xffero Jemkin Round 24 xffero crazyguy,,,,,,,,,34,2,0
HYUNMIN DRX,,3 Round 4 Monyet crazyguy Round 7 Kushy Jemkin Round 16 crazyguy xffero,4 Round 8 xffero Kushy Monyet Round 13 Jemkin Kushy Monyet Round 22 Kushy Monyet crazyguy Round 23 Monyet Kushy xffero,,,,,,,,57,0,0
