,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
crazyguy RRQ,,4 Round 4 free1ng Estrella Round 5 Estrella BeYN Round 6 BeYN Estrella Round 13 HYUNMIN free1ng,,,,,,,,,55,2,0
Kushy RRQ,,3 Round 1 HYUNMIN BeYN Round 6 MaKo free1ng Round 12 MaKo free1ng,,,,,,,,,49,2,0
xffero RRQ,,3 Round 10 free1ng BeYN Round 11 HYUNMIN BeYN Round 15 BeYN MaKo,,,,,,,,,71,0,2
Monyet RRQ,,2 Round 5 MaKo HYUNMIN Round 17 BeYN HYUNMIN,1 Round 7 Estrella HYUNMIN free1ng,,,1 Round 7 free1ng,,,,,52,1,1
Jemkin RRQ,,4 Round 4 BeYN HYUNMIN Round 14 MaKo HYUNMIN Round 16 HYUNMIN free1ng Round 17 free1ng MaKo,3 Round 8 free1ng MaKo BeYN Round 10 MaKo HYUNMIN Estrella Round 15 free1ng Estrella HYUNMIN,,,,1 Round 10 Estrella HYUNMIN,,,,91,0,2
free1ng DRX,,2 Round 1 crazyguy Monyet Round 7 Jemkin Kushy,,,,,,,,,36,2,0
MaKo DRX,,4 Round 2 crazyguy Jemkin Round 10 Monyet crazyguy Round 11 Monyet xffero Round 16 Kushy crazyguy,,,,,1 Round 11 Monyet xffero,,,,54,1,0
BeYN DRX,,2 Round 6 Monyet Jemkin Round 8 Kushy Monyet,,,,,,,,,25,0,0
Estrella DRX,,2 Round 1 xffero Kushy Round 2 Kushy Monyet,,,,,,,,,34,6,0
HYUNMIN DRX,,3 Round 4 crazyguy Monyet Round 10 Kushy xffero Round 11 crazyguy Kushy,1 Round 9 Monyet Kushy Jemkin,,,,,,,,54,0,0
