,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Munchkin GEN,,1 Round 8 Meiy Jinboong,1 Round 15 Meiy gyen Art,1 Round 6 Meiy gyen Jinboong Art,,,,,,,53,3,1
t3xture GEN,,1 Round 8 Akame Art,3 Round 2 gyen Meiy Jinboong Round 16 Meiy Akame gyen Round 19 Art Jinboong Meiy,1 Round 4 Jinboong Akame Meiy gyen,,,,,,,63,0,0
Foxy9 GEN,,1 Round 3 Akame Jinboong,,,,1 Round 17 Art,1 Round 3 Jinboong Akame,,,,39,0,0
yoman GEN,,1 Round 12 Jinboong Art,2 Round 3 Art gyen Meiy Round 10 Art Akame Meiy,,,,,,,,66,4,1
Karon GEN,,3 Round 2 Akame Art Round 9 gyen Art Round 11 Jinboong Art,2 Round 1 Art gyen Jinboong Round 17 gyen Akame Jinboong,,,,,,,,72,2,0
Jinboong DFM,,1 Round 16 t3xture Foxy9,,,,,,,,,28,1,0
Meiy DFM,,1 Round 11 t3xture Munchkin,1 Round 13 t3xture Karon yoman,,,,,,,,49,1,0
Art DFM,,2 Round 3 t3xture Munchkin Round 17 Munchkin Karon,1 Round 10 t3xture Munchkin Foxy9,,,,,,,,57,2,1
Akame DFM,,3 Round 3 Karon yoman Round 7 Munchkin yoman Round 12 Karon Munchkin,2 Round 6 t3xture Foxy9 Karon Round 14 t3xture Munchkin Foxy9,,,,,,,,74,1,0
gyen DFM,,2 Round 12 yoman t3xture Round 18 t3xture Munchkin,,,,,,,,,31,0,0
