Map,Round Number,Score,Winning Team,Winning Side,Win Method
2Bind,1,"""1-0""",JDG,Defenders,Defuse
2Bind,2,"""2-0""",JDG,Defenders,Defuse
2Bind,3,"""2-1""",XLG,Attackers,Elimination
2Bind,4,"""2-2""",XLG,Attackers,Spike Detonation
2Bind,5,"""2-3""",XLG,Attackers,Elimination
2Bind,6,"""2-4""",XLG,Attackers,Elimination
2Bind,7,"""2-5""",XLG,Attackers,Spike Detonation
2Bind,8,"""3-5""",JDG,Defenders,Defuse
2Bind,9,"""3-6""",XLG,Attackers,Spike Detonation
2Bind,10,"""3-7""",XLG,Attackers,Elimination
2Bind,11,"""3-8""",XLG,Attackers,Spike Detonation
2Bind,12,"""4-8""",JDG,Defenders,Defuse
2Bind,13,"""4-9""",JDG,Defenders,Defuse
2Bind,14,"""4-10""",JDG,Defenders,Elimination
2Bind,15,"""4-11""",JDG,Defenders,Elimination
2Bind,16,"""4-12""",JDG,Defenders,Defuse
2Bind,17,"""4-13""",JDG,Defenders,Elimination
2Bind,18,"""""",,,
2Bind,19,"""""",,,
2Bind,20,"""""",,,
2Bind,21,"""""",,,
2Bind,22,"""""",,,
2Bind,23,"""""",,,
2Bind,24,"""""",,,
