Map,Round Number,Score,Winning Team,Winning Side,Win Method
1Ascent,1,"""1-0""",TEC,Defenders,Elimination
1Ascent,2,"""2-0""",TEC,Defenders,Elimination
1Ascent,3,"""3-0""",TEC,Defenders,Elimination
1Ascent,4,"""4-0""",TEC,Defenders,Elimination
1Ascent,5,"""5-0""",TEC,Defenders,Elimination
1Ascent,6,"""6-0""",TEC,Defenders,Elimination
1Ascent,7,"""6-1""",DRG,Attackers,Spike Detonation
1Ascent,8,"""7-1""",TEC,Defenders,Elimination
1Ascent,9,"""8-1""",TEC,Defenders,Elimination
1Ascent,10,"""9-1""",TEC,Defenders,Time Expired
1Ascent,11,"""10-1""",TEC,Defenders,Elimination
1Ascent,12,"""11-1""",TEC,Defenders,Elimination
1Ascent,13,"""12-1""",DRG,Attackers,Elimination
1Ascent,14,"""13-1""",DRG,Attackers,Elimination
1Ascent,15,"""""",,,
1Ascent,16,"""""",,,
1Ascent,17,"""""",,,
1Ascent,18,"""""",,,
1Ascent,19,"""""",,,
1Ascent,20,"""""",,,
1Ascent,21,"""""",,,
1Ascent,22,"""""",,,
1Ascent,23,"""""",,,
1Ascent,24,"""""",,,
