,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Cloud GX,,5 Round 9 bang johnqt Round 17 zekken bang Round 19 N4RRATE bang Round 20 Zellsis bang Round 21 johnqt bang,1 Round 15 N4RRATE bang johnqt,,,,,,,,64,2,0
grubinho GX,,4 Round 1 N4RRATE bang Round 9 zekken N4RRATE Round 10 N4RRATE Zellsis Round 22 zekken Zellsis,2 Round 13 Zellsis bang johnqt Round 16 bang zekken Zellsis,,,1 Round 13 johnqt,,,,,41,0,0
Flickless GX,,2 Round 8 zekken johnqt Round 19 johnqt Zellsis,,,,,,,,,52,7,1
ara GX,,5 Round 11 johnqt N4RRATE Round 14 zekken johnqt Round 17 Zellsis N4RRATE Round 20 zekken johnqt Round 21 N4RRATE zekken,1 Round 10 johnqt bang zekken,,,,,,,,67,0,0
westside GX,,2 Round 7 Zellsis zekken Round 11 bang Zellsis,,,,,,,,,39,1,0
Zellsis SEN,,2 Round 1 westside grubinho Round 18 westside Cloud,,,,,,,,,40,0,0
johnqt SEN,,3 Round 1 Cloud Flickless Round 5 westside ara Round 13 Cloud Flickless,,,,,,,,,54,3,1
bang SEN,,2 Round 9 ara grubinho Round 21 westside ara,,,,,,,,,38,2,0
zekken SEN,,2 Round 12 ara westside Round 22 ara Cloud,1 Round 6 Flickless grubinho Cloud,1 Round 11 ara Cloud westside grubinho,,,,1 Round 11 Cloud westside grubinho,,,60,1,0
N4RRATE SEN,,2 Round 12 Flickless grubinho Round 18 ara grubinho,1 Round 3 ara Flickless Cloud,,,,,,,,46,3,0
